,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up,target_price_change1,target_price_change3,target_price_change5
000001,0.0738026425242424,0.011352330446243286,0.6895731687545776,0.746847927570343,0.23662421107292175,0.24179963767528534,0.08515497297048569,0.4784238487482071,0.52,-0.31999999999999995,0.07400000000000002
000002,0.272295743227005,0.2621457874774933,0.6522315740585327,0.6751435399055481,0.07547269016504288,0.06271063536405563,0.5344415307044983,0.1381833255290985,1.05,0.42666666666666675,-0.2799999999999999
000004,0.04086475074291229,0.02645256370306015,0.7423063516616821,0.8322455286979675,0.21682888269424438,0.14130191504955292,0.06731731444597244,0.3581307977437973,-0.39,-0.2333333333333333,-0.12599999999999997
000005,0.03877845034003258,0.009919933043420315,0.950153648853302,0.9391780495643616,0.011067847721278667,0.050902046263217926,0.04869838338345289,0.061969893984496593,1.18,0.6633333333333332,-0.25800000000000006
000008,0.06923619657754898,0.06955671310424805,0.7907463312149048,0.7822803258895874,0.14001750946044922,0.14816296100616455,0.13879290968179703,0.28818047046661377,-1.31,-0.62,0.050000000000000024
000009,0.07038282603025436,0.031224409118294716,0.6727380156517029,0.7054351568222046,0.25687915086746216,0.26334044337272644,0.10160723514854908,0.5202195942401886,-2.6,-1.1199999999999999,-1.3519999999999999
000010,0.17765553295612335,0.07536957412958145,0.7662787437438965,0.8038244247436523,0.056065719574689865,0.12080605328083038,0.2530251070857048,0.17687177285552025,0.0,1.5200000000000002,0.03400000000000012
000011,0.1470552235841751,0.012543820776045322,0.7352827787399292,0.9414647221565247,0.11766207963228226,0.04599140211939812,0.15959904436022043,0.16365348175168037,1.61,-0.13999999999999996,-0.488
000012,0.026146763935685158,0.0042465063743293285,0.9548600912094116,0.9657629132270813,0.01899317279458046,0.02999056875705719,0.030393270310014486,0.04898374155163765,0.83,-0.19333333333333336,-0.28200000000000003
000014,0.09244763106107712,0.029199358075857162,0.902310848236084,0.9357737302780151,0.005241433624178171,0.035026900470256805,0.12164698913693428,0.04026833409443498,0.18,-0.11666666666666665,-0.24799999999999994
000016,0.013828665018081665,0.1382262259721756,0.8509306311607361,0.7111459374427795,0.13524068892002106,0.15062782168388367,0.15205489099025726,0.2858685106039047,-1.02,0.3500000000000001,-0.4
000017,0.07357830554246902,0.0038332075346261263,0.897535502910614,0.9359846711158752,0.028886202722787857,0.06018223240971565,0.07741151307709515,0.08906843513250351,-0.25,-0.08333333333333333,-0.37200000000000005
000018,0.0649234801530838,0.07929019629955292,0.8939899206161499,0.883415162563324,0.04108653962612152,0.037294600158929825,0.14421367645263672,0.07838113978505135,-1.0,-0.16333333333333333,0.0020000000000000018
