,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up
000528,0.06462067365646362,0.027484508231282234,0.8221307396888733,0.880109429359436,0.11324851959943771,0.09240609407424927,0.09210518188774586,0.20565461367368698
000529,0.0126104187220335,0.11375124752521515,0.9187548756599426,0.7393823862075806,0.0686347484588623,0.14686639606952667,0.12636166624724865,0.21550114452838898
000530,0.041223056614398956,0.02389425039291382,0.9315283298492432,0.8649423718452454,0.027248622849583626,0.11116347461938858,0.06511730700731277,0.1384120974689722
000531,0.019448045641183853,0.05940704420208931,0.8925822973251343,0.8892219066619873,0.08796966075897217,0.051371071487665176,0.07885508984327316,0.13934073224663734
000532,0.03115515597164631,0.0887150838971138,0.7601993083953857,0.6242570877075195,0.2086455225944519,0.2870278060436249,0.11987023986876011,0.4956733286380768
000533,0.07067342102527618,0.12041006237268448,0.729022741317749,0.7578355073928833,0.2003038376569748,0.12175443023443222,0.19108348339796066,0.322058267891407
000534,0.03201451525092125,0.06562638282775879,0.6226766109466553,0.7697268128395081,0.34530895948410034,0.16464681923389435,0.09764089807868004,0.5099557787179947
000536,0.011905631050467491,0.004496651701629162,0.9673101305961609,0.9600384831428528,0.020784243941307068,0.03546484559774399,0.016402282752096653,0.056249089539051056
000537,0.2686188817024231,0.07076097279787064,0.24803651869297028,0.4079614579677582,0.4833446145057678,0.5212775468826294,0.33937985450029373,1.0046221613883972
000538,0.02401668392121792,0.008100551553070545,0.9141471982002258,0.9375687837600708,0.061836183071136475,0.05433070287108421,0.032117235474288464,0.11616688594222069
000539,0.0006424867897294462,0.002740418305620551,0.9591050744056702,0.9725643992424011,0.040252506732940674,0.02469516359269619,0.0033829050953499973,0.06494767032563686
000541,0.0018508367938920856,0.0029935226775705814,0.9813600778579712,0.9681096076965332,0.016789106652140617,0.028896823525428772,0.004844359471462667,0.04568593017756939
000543,0.003964659292250872,0.01605847477912903,0.9796122908592224,0.9393519163131714,0.01642310805618763,0.04458959400653839,0.0200231340713799,0.06101270206272602
000544,0.01611112244427204,0.00548536004498601,0.9680340886116028,0.9444445967674255,0.015854785218834877,0.05007006973028183,0.02159648248925805,0.0659248549491167
000545,0.20473287999629974,0.095070980489254,0.5533320307731628,0.8621355295181274,0.24193497002124786,0.04279346019029617,0.29980386048555374,0.28472843021154404
000546,0.03830043599009514,0.2431662231683731,0.6782803535461426,0.5941901206970215,0.2834191918373108,0.1626436710357666,0.28146665915846825,0.4460628628730774
000547,0.02077884040772915,0.019327839836478233,0.919579029083252,0.8974717855453491,0.05964217707514763,0.08320038765668869,0.04010668024420738,0.14284256473183632
000548,0.004517829045653343,0.020316107198596,0.9029942750930786,0.9144794940948486,0.09248792380094528,0.0652044266462326,0.024833936244249344,0.1576923504471779
000550,0.052424367517232895,0.021463660523295403,0.844670295715332,0.8871192932128906,0.10290538519620895,0.09141702950000763,0.0738880280405283,0.19432241469621658
000551,0.006066984497010708,0.011147565208375454,0.9296980500221252,0.9406198859214783,0.06423498690128326,0.048232581466436386,0.017214549705386162,0.11246756836771965
000552,0.04340163618326187,0.01469422597438097,0.5825319290161133,0.9353768229484558,0.37406644225120544,0.04992897808551788,0.05809586215764284,0.4239954203367233
000553,0.014473484829068184,0.045979708433151245,0.9081087112426758,0.8583707809448242,0.07741785049438477,0.09564951807260513,0.06045319326221943,0.1730673685669899
000554,0.11568378657102585,0.01355600357055664,0.8351033926010132,0.9227885007858276,0.0492127388715744,0.06365542858839035,0.1292397901415825,0.11286816745996475
000558,0.14658816158771515,0.016055243089795113,0.7733994126319885,0.8978869915008545,0.08001235872507095,0.08605779707431793,0.16264340467751026,0.16607015579938889
000559,0.08971291780471802,0.093674436211586,0.6429733037948608,0.8571712374687195,0.26731374859809875,0.04915427789092064,0.18338735401630402,0.3164680264890194
000560,0.08652327954769135,0.0710352286696434,0.7443625330924988,0.9046973586082458,0.1691141128540039,0.024267394095659256,0.15755850821733475,0.19338150694966316
000561,0.11861895769834518,0.20881205797195435,0.7997080683708191,0.652560293674469,0.0816730260848999,0.13862761855125427,0.32743101567029953,0.22030064463615417
000563,0.010630019940435886,0.15067903697490692,0.6929462552070618,0.7600985765457153,0.29642364382743835,0.08922240883111954,0.1613090569153428,0.3856460526585579
000564,0.006226841360330582,0.022269224748015404,0.936980664730072,0.878665030002594,0.0567924864590168,0.09906574338674545,0.028496066108345985,0.15585822984576225
000565,0.015758762136101723,0.005144122522324324,0.8556200265884399,0.9370346665382385,0.12862126529216766,0.05782114341855049,0.020902884658426046,0.18644240871071815
000566,0.0036736084148287773,0.0008576924446970224,0.9635899066925049,0.9889346957206726,0.03273652121424675,0.010207667015492916,0.0045313008595258,0.042944188229739666
000567,0.21965597569942474,0.1314384639263153,0.41072162985801697,0.48620373010635376,0.3696223199367523,0.3823578655719757,0.35109443962574005,0.751980185508728
000568,0.048357900232076645,0.015253525227308273,0.8264521360397339,0.7906997799873352,0.12518993020057678,0.1940467655658722,0.06361142545938492,0.319236695766449
000570,0.016674071550369263,0.013856402598321438,0.8556480407714844,0.9599574208259583,0.12767791748046875,0.026186242699623108,0.0305304741486907,0.15386416018009186
000572,0.06320740282535553,0.041162487119436264,0.9085271954536438,0.9010744094848633,0.028265364468097687,0.05776309594511986,0.1043698899447918,0.08602846041321754
000573,0.04529738053679466,0.03106810338795185,0.8793067932128906,0.8266462683677673,0.07539582252502441,0.14228561520576477,0.07636548392474651,0.21768143773078918
000576,0.009940892457962036,0.0026158064138144255,0.9728715419769287,0.9736299514770508,0.01718749664723873,0.0237542986869812,0.012556698871776462,0.04094179533421993
000581,0.030992871150374413,0.028645804151892662,0.8972368240356445,0.9263612627983093,0.0717703327536583,0.04499295726418495,0.059638675302267075,0.11676329001784325
000582,0.006843719631433487,0.024735230952501297,0.9548090696334839,0.8401526808738708,0.038347188383340836,0.13511207699775696,0.031578950583934784,0.1734592653810978
000584,0.04539337009191513,0.013573148287832737,0.900326132774353,0.9804065227508545,0.05428038164973259,0.0060203890316188335,0.05896651837974787,0.06030077068135142
000586,0.1727130115032196,0.05685361847281456,0.7482620477676392,0.8421570062637329,0.07902498543262482,0.10098942369222641,0.22956662997603416,0.18001440912485123
000587,0.03793564811348915,0.00018338210065849125,0.9566728472709656,0.9989414811134338,0.005391409154981375,0.0008751207496970892,0.03811903021414764,0.006266529904678464
000589,0.005154885817319155,0.012072470970451832,0.9451733231544495,0.9360993504524231,0.04967179894447327,0.05182821303606033,0.017227356787770987,0.1015000119805336
000590,0.024424636736512184,0.008738502860069275,0.8748056888580322,0.8833857178688049,0.10076960921287537,0.10787570476531982,0.03316313959658146,0.2086453139781952
000591,0.11704515665769577,0.017986197024583817,0.791815459728241,0.7511382699012756,0.09113935381174088,0.23087556660175323,0.1350313536822796,0.3220149204134941
000593,0.02902146242558956,0.09481578320264816,0.3614228665828705,0.5882651209831238,0.6095556616783142,0.3169190585613251,0.12383724562823772,0.9264747202396393
000595,0.1510934829711914,0.10494371503591537,0.7286822199821472,0.709841787815094,0.12022428959608078,0.18521453440189362,0.2560371980071068,0.3054388239979744
000596,0.04729007929563522,0.04670298099517822,0.8379426002502441,0.9143815040588379,0.11476731300354004,0.03891550749540329,0.09399306029081345,0.15368282049894333
000597,0.1011320948600769,0.03851979225873947,0.7622953057289124,0.9205134510993958,0.13657252490520477,0.04096669703722,0.13965188711881638,0.17753922194242477
000598,0.0010569584555923939,0.002598406746983528,0.9760665893554688,0.9797470569610596,0.022876396775245667,0.01765451207756996,0.003655365202575922,0.04053090885281563
000599,0.0042027439922094345,0.015786945819854736,0.9829238057136536,0.9525547027587891,0.012873390689492226,0.031658343970775604,0.01998968981206417,0.04453173466026783
000600,0.02229897677898407,0.02096569538116455,0.8234217762947083,0.8664929866790771,0.1542791724205017,0.11254128068685532,0.04326467216014862,0.266820453107357
000601,0.03940523415803909,0.029791712760925293,0.9396857023239136,0.9392923712730408,0.020909063518047333,0.0309158805757761,0.06919694691896439,0.05182494409382343
000603,0.11709284037351608,0.11647356301546097,0.7481893301010132,0.8111717104911804,0.13471779227256775,0.07235467433929443,0.23356640338897705,0.20707246661186218
000605,0.09337294846773148,0.08530046790838242,0.6348371505737305,0.7756605744361877,0.27178990840911865,0.13903889060020447,0.1786734163761139,0.4108287990093231
000607,0.0502341128885746,0.029103048145771027,0.73690265417099,0.8916873931884766,0.21286329627037048,0.07920956611633301,0.07933716103434563,0.2920728623867035
000609,0.22715255618095398,0.13485154509544373,0.7519519925117493,0.7994341254234314,0.02089541405439377,0.06571432948112488,0.3620041012763977,0.08660974353551865
000611,0.055780816823244095,0.052096687257289886,0.7907623648643494,0.9035288095474243,0.15345682203769684,0.044374529272317886,0.10787750408053398,0.19783135131001472
000612,0.026882050558924675,0.2478671818971634,0.8781202435493469,0.7012642621994019,0.09499774128198624,0.05086855590343475,0.27474923245608807,0.145866297185421
000616,0.016417674720287323,0.01844618283212185,0.9731358289718628,0.9676743149757385,0.010446581989526749,0.013879534788429737,0.03486385755240917,0.024326116777956486
000617,0.069002665579319,0.0038231522776186466,0.8850452303886414,0.9195156693458557,0.04595216363668442,0.07666116952896118,0.07282581785693765,0.1226133331656456
000619,0.013843159191310406,0.014527615159749985,0.9695081114768982,0.9482017159461975,0.016648663207888603,0.037270668894052505,0.02837077435106039,0.05391933210194111
000620,0.056367721408605576,0.04609847813844681,0.8322337865829468,0.8666337132453918,0.11139848083257675,0.08726772665977478,0.10246619954705238,0.19866620749235153
000622,0.09084343165159225,0.1877429485321045,0.7852649688720703,0.7161008715629578,0.12389158457517624,0.09615617990493774,0.27858638018369675,0.22004776448011398
000623,0.027838151901960373,0.0024941773153841496,0.9276973009109497,0.9737053513526917,0.044464562088251114,0.023800402879714966,0.030332329217344522,0.06826496496796608
000625,0.004741261713206768,0.007464881520718336,0.9368265271186829,0.9314165711402893,0.058432143181562424,0.06111854687333107,0.012206143233925104,0.1195506900548935
000626,0.5573142766952515,0.28712403774261475,0.3743532598018646,0.639729380607605,0.0683324933052063,0.07314659655094147,0.8444383144378662,0.14147908985614777
000627,0.11020848155021667,0.007574567571282387,0.48346734046936035,0.9019778966903687,0.4063241481781006,0.0904475599527359,0.11778304912149906,0.4967717081308365
000628,0.005388212855905294,0.00102399627212435,0.9360413551330566,0.7489499449729919,0.05857042968273163,0.25002601742744446,0.0064122091280296445,0.3085964471101761
000630,0.025682741776108742,0.00302100763656199,0.9008009433746338,0.9544990062713623,0.07351630926132202,0.042479969561100006,0.02870374941267073,0.11599627882242203
000631,0.006189269013702869,0.00971151702105999,0.8423227667808533,0.8989251852035522,0.1514880508184433,0.0913633182644844,0.01590078603476286,0.2428513690829277
000632,0.23910270631313324,0.17865945398807526,0.6058365702629089,0.7347517013549805,0.15506066381931305,0.08658885955810547,0.4177621603012085,0.24164952337741852
000635,0.01382863987237215,0.019801704213023186,0.7832019329071045,0.9649240970611572,0.20296941697597504,0.015274197794497013,0.033630344085395336,0.21824361477047205
000636,0.46959272027015686,0.04785759001970291,0.41925516724586487,0.8277393579483032,0.11115216463804245,0.12440302968025208,0.5174503102898598,0.23555519431829453
000637,0.056886088103055954,0.032023586332798004,0.8541168570518494,0.898141086101532,0.08899704366922379,0.069835364818573,0.08890967443585396,0.15883240848779678
000639,0.039258308708667755,0.04305737465620041,0.7599967122077942,0.8641386032104492,0.20074500143527985,0.0928039625287056,0.08231568336486816,0.29354896396398544
000650,0.0008760340278968215,0.0006951398681849241,0.9894707202911377,0.985375702381134,0.009653258137404919,0.013929100707173347,0.0015711738960817456,0.023582358844578266
000651,0.009447557851672173,0.01703275740146637,0.9500477313995361,0.9387643933296204,0.040504682809114456,0.04420289769768715,0.026480315253138542,0.0847075805068016
