,one_meanmaster.0,one_meanmaster.1,one_meanmaster.2,three_mean20170913.0,three_mean20170913.1,three_mean20170913.2,three_meanmaster.0,three_meanmaster.1,three_meanmaster.2,sum
000404,0.0034444271586835384,0.7739525437355042,0.22260300815105438,0.008843549527227879,0.6064760088920593,0.3846804201602936,0.5834888815879822,0.06727808713912964,0.3492330014705658,0.9565164297819138
000407,0.00893526989966631,0.9799030423164368,0.011161655187606812,0.037895262241363525,0.9423888325691223,0.01971590146422386,0.4955577254295349,0.10652156919240952,0.3979206681251526,0.42879822477698326
000408,0.049520738422870636,0.8548973798751831,0.09558186680078506,0.05672457441687584,0.28336408734321594,0.6599113345146179,0.5221946239471436,0.0695406049489975,0.40826475620269775,1.1637579575181007
000409,0.08618848770856857,0.8697246313095093,0.04408693313598633,0.04205096885561943,0.8297698497772217,0.1281791627407074,0.35852286219596863,0.06896934658288956,0.5725078582763672,0.7447739541530609
000410,0.12526240944862366,0.7821022272109985,0.09263535588979721,0.044272325932979584,0.6142034530639648,0.341524213552475,0.5296071171760559,0.08585688471794128,0.3845359683036804,0.8186955377459526
000411,0.004454123787581921,0.9254101514816284,0.0701356828212738,0.05352791026234627,0.8931733965873718,0.05329865962266922,0.5711777806282043,0.08577559143304825,0.3430466651916504,0.4664810076355934
000413,0.14513301849365234,0.8280033469200134,0.02686361037194729,0.3632309138774872,0.5786238312721252,0.05814524367451668,0.49250978231430054,0.08988479524850845,0.4176054000854492,0.5026142541319132
000415,0.0038606603629887104,0.974108099937439,0.022031288594007492,0.002029239432886243,0.9552947878837585,0.04267597198486328,0.5743227601051331,0.08451784402132034,0.3411593437194824,0.4058666042983532
000416,0.004741709213703871,0.9399487972259521,0.05530944839119911,0.0039051235653460026,0.9147023558616638,0.08139260113239288,0.5127765536308289,0.07710981369018555,0.410113662481308,0.5468157120049
000417,0.18330004811286926,0.7039581537246704,0.1127418503165245,0.07278310507535934,0.6925881505012512,0.23462876677513123,0.5483628511428833,0.07186034321784973,0.37977683544158936,0.7271474525332451
000418,0.031989362090826035,0.8828226327896118,0.08518795669078827,0.018680822104215622,0.8851879239082336,0.096131332218647,0.5742378830909729,0.08293092995882034,0.34283122420310974,0.524150513112545
000419,0.0014857255155220628,0.9602575302124023,0.03825671225786209,0.004819282330572605,0.8927960395812988,0.1023847758769989,0.5270966291427612,0.05825858190655708,0.4146448075771332,0.5552862957119942
000420,0.035300567746162415,0.8744741082191467,0.09022537618875504,0.02654275670647621,0.9088671207427979,0.06459015607833862,0.5303276777267456,0.10288938879966736,0.3667828440666199,0.5215983763337135
000421,0.006330728996545076,0.9539881944656372,0.03968110308051109,0.01372240949422121,0.9224852919578552,0.06379229575395584,0.4396619200706482,0.1079554632306099,0.4523826241493225,0.5558560229837894
000422,0.010757594369351864,0.9373835325241089,0.051858868449926376,0.002761723240837455,0.9876793026924133,0.009559057652950287,0.5606701374053955,0.08428020775318146,0.35504963994026184,0.4164675660431385
000423,0.007852568291127682,0.9396591782569885,0.052488308399915695,0.016662655398249626,0.8772041201591492,0.10613332688808441,0.5026467442512512,0.09455794841051102,0.40279531478881836,0.5614169500768185
000425,0.0454949289560318,0.9339138865470886,0.020591123029589653,0.007628555875271559,0.9797791838645935,0.012592135928571224,0.5628783106803894,0.07764991372823715,0.35947179794311523,0.3926550569012761
000426,0.19088052213191986,0.49573302268981934,0.313386470079422,0.11323735862970352,0.5925080180168152,0.2942545413970947,0.5745221972465515,0.08358167856931686,0.341896116733551,0.9495371282100677
000428,0.0033121523447334766,0.9712576866149902,0.025430114939808846,0.01050927210599184,0.9628071784973145,0.026683537289500237,0.6119512319564819,0.03773615136742592,0.35031256079673767,0.40242621302604675
000429,0.066954605281353,0.8432828783988953,0.08976250141859055,0.01644100435078144,0.9529572129249573,0.030601849779486656,0.5393849611282349,0.08439774066209793,0.3762173056602478,0.496581656858325
000430,0.009172399528324604,0.8065367937088013,0.18429075181484222,0.014698857441544533,0.9037560224533081,0.08154509961605072,0.5579496026039124,0.08237577229738235,0.3596745431423187,0.6255103945732117
000488,0.09669745713472366,0.6464114189147949,0.25689107179641724,0.282820463180542,0.4059792160987854,0.3112002909183502,0.5275164246559143,0.06584223359823227,0.4066414535045624,0.9747328162193298
000498,0.03729962185025215,0.8752627372741699,0.0874377116560936,0.0299553070217371,0.9587595462799072,0.011285167187452316,0.5509735941886902,0.06462439894676208,0.38440200686454773,0.48312488570809364
000501,0.04770965129137039,0.8681976199150085,0.08409275859594345,0.13140319287776947,0.674689769744873,0.19390705227851868,0.5220292806625366,0.09778709709644318,0.3801836371421814,0.6581834480166435
000502,0.0008699740283191204,0.8672442436218262,0.13188576698303223,0.0043227458372712135,0.8729556798934937,0.12272164225578308,0.5463846325874329,0.08078400045633316,0.3728313148021698,0.6274387240409851
000505,0.00982581079006195,0.8412255644798279,0.14894862473011017,0.22785334289073944,0.5947619676589966,0.1773846596479416,0.5160773992538452,0.096354179084301,0.3875684440135956,0.7139017283916473
000507,0.00897966418415308,0.9654256105422974,0.025594713166356087,0.0016390872187912464,0.9849204421043396,0.013440432026982307,0.4575906991958618,0.06418196111917496,0.47822728753089905,0.5172624327242374
000510,0.10669863969087601,0.6439252495765686,0.24937613308429718,0.2737392783164978,0.5031249523162842,0.2231358289718628,0.5327320098876953,0.0936892107129097,0.3735787868499756,0.8460907489061356
000513,0.09061476588249207,0.8314307332038879,0.07795458287000656,0.2013930380344391,0.7629233598709106,0.03568360581994057,0.5797706842422485,0.08445841073989868,0.33577096462249756,0.4494091533124447
000514,0.004514959175139666,0.9295791983604431,0.06590596586465836,0.003822822356596589,0.9440800547599792,0.05209716409444809,0.5320494771003723,0.057789549231529236,0.41016101837158203,0.5281641483306885
000516,0.007114839274436235,0.9856851100921631,0.007200056221336126,0.006938748061656952,0.9703570008277893,0.022704200819134712,0.556897759437561,0.07282770425081253,0.3702745735645294,0.40017883060500026
000517,0.015603646636009216,0.9323399066925049,0.05205642059445381,0.01020146906375885,0.9374800324440002,0.052318450063467026,0.5215082764625549,0.06549134105443954,0.4130004048347473,0.5173752754926682
000518,0.08111270517110825,0.8819254636764526,0.036961719393730164,0.1360541135072708,0.8149648308753967,0.04898113012313843,0.5811997056007385,0.06703890860080719,0.3517613410949707,0.4377041906118393
000519,0.0037527417298406363,0.9552376866340637,0.04100959002971649,0.01115463487803936,0.9369856119155884,0.05185981094837189,0.5878561735153198,0.05532019957900047,0.3568236529827118,0.44969305396080017
000520,0.0006482324679382145,0.9584143757820129,0.040937360376119614,0.00421177176758647,0.9595831632614136,0.03620506078004837,0.5109007954597473,0.06737522780895233,0.42172399163246155,0.49886641278862953
000521,0.006941420957446098,0.9727608561515808,0.02029777504503727,0.0012853607768192887,0.918203592300415,0.08051104098558426,0.4956769645214081,0.07995852082967758,0.42436450719833374,0.5251733232289553
000523,0.0007412388222292066,0.9631342887878418,0.036124493926763535,0.0025838790461421013,0.9672181010246277,0.030197955667972565,0.5791758298873901,0.08146346360445023,0.33936071395874023,0.40568316355347633
000524,0.00700199231505394,0.7081942558288574,0.28480368852615356,0.0016253954963758588,0.6841005086898804,0.3142741024494171,0.5679939389228821,0.08035196363925934,0.35165414214134216,0.9507319331169128
000525,0.045177675783634186,0.8674662113189697,0.08735617995262146,0.0235232375562191,0.7695607542991638,0.20691606402397156,0.5654478669166565,0.08269784599542618,0.3518542945384979,0.6461265385150909
000526,0.03820684552192688,0.8424626588821411,0.11933048814535141,0.16333448886871338,0.6698666214942932,0.16679883003234863,0.5484084486961365,0.04599589481949806,0.40559566020965576,0.6917249783873558
000528,0.003649879479780793,0.8317127227783203,0.16463738679885864,0.008758204989135265,0.8872454762458801,0.10399632155895233,0.5678825974464417,0.07062634080648422,0.3614910840988159,0.6301247924566269
000529,0.004036574624478817,0.8027825355529785,0.1931808888912201,0.038793422281742096,0.7098003625869751,0.25140616297721863,0.5560276508331299,0.09291822463274002,0.3510540723800659,0.7956411242485046
000530,0.010787184350192547,0.8586026430130005,0.13061010837554932,0.011585643514990807,0.8827521204948425,0.10566221922636032,0.5640245079994202,0.07872404158115387,0.35725143551826477,0.5935237631201744
000531,0.05875295400619507,0.8950555324554443,0.04619155824184418,0.09440353512763977,0.8561617136001587,0.04943479597568512,0.5227125883102417,0.07983484864234924,0.3974525034427643,0.4930788576602936
000532,0.060496147722005844,0.8949804306030273,0.04452341049909592,0.051457956433296204,0.7388902902603149,0.20965176820755005,0.5694974064826965,0.07983840256929398,0.3506641685962677,0.6048393473029137
000533,0.12132115662097931,0.7794324159622192,0.09924635291099548,0.14273026585578918,0.7530241012573242,0.10424564778804779,0.5756945610046387,0.08377760648727417,0.34052783250808716,0.5440198332071304
000534,0.14402352273464203,0.7056750655174255,0.15030138194561005,0.21862241625785828,0.7680865526199341,0.013291028328239918,0.5872735977172852,0.07575289160013199,0.33697351813316345,0.5005659284070134
000536,0.01965516433119774,0.9470914006233215,0.03325354680418968,0.052913084626197815,0.8920504450798035,0.05503644794225693,0.5687248110771179,0.08521963655948639,0.3460555672645569,0.4343455620110035
000537,0.06643527746200562,0.5719887614250183,0.3615759611129761,0.2757706940174103,0.3021076023578644,0.42212167382240295,0.5538182258605957,0.05839014798402786,0.38779154419898987,1.171489179134369
000538,0.0038850472774356604,0.9636267423629761,0.03248823434114456,0.01084471121430397,0.9181327223777771,0.07102246582508087,0.4859814941883087,0.07794074714183807,0.4360778331756592,0.5395885333418846
000539,0.0025959585327655077,0.9809050559997559,0.016499053686857224,0.0007491426658816636,0.9397551417350769,0.05949567258358002,0.5699065327644348,0.07248026132583618,0.3576132357120514,0.43360796198248863
000541,0.0005687581142410636,0.9784271717071533,0.021004123613238335,0.0011336388997733593,0.9529274702072144,0.045938920229673386,0.4696241021156311,0.0589057132601738,0.4714702367782593,0.538413280621171
000543,0.010088497772812843,0.9719998836517334,0.017911620438098907,0.014848621562123299,0.9226980805397034,0.06245329976081848,0.4342748522758484,0.0737266018986702,0.4919986128807068,0.5723635330796242
000544,0.007801736705005169,0.9804645776748657,0.011733605526387691,0.027753330767154694,0.8754208087921143,0.09682578593492508,0.4997386038303375,0.08249112963676453,0.41777029633522034,0.5263296877965331
000545,0.1251305639743805,0.8217993974685669,0.0530700609087944,0.04091350734233856,0.8452112078666687,0.11387527734041214,0.5000746846199036,0.0810297504067421,0.41889551281929016,0.5858408510684967
000546,0.03739643096923828,0.4255340099334717,0.5370694994926453,0.2779083251953125,0.4596959948539734,0.2623956799507141,0.5504928231239319,0.07280659675598145,0.37670058012008667,1.176165759563446
000547,0.15043440461158752,0.8123626708984375,0.03720293194055557,0.06655588746070862,0.8844214081764221,0.04902270436286926,0.5893363952636719,0.0636083111166954,0.34705525636672974,0.43328089267015457
000548,0.007565006148070097,0.8902865052223206,0.10214848816394806,0.005013664253056049,0.9542164206504822,0.04076986014842987,0.6082926988601685,0.05516495928168297,0.3365423381328583,0.4794606864452362
000550,0.07996515184640884,0.7530547976493835,0.1669800728559494,0.08294067531824112,0.7436349987983704,0.17342431843280792,0.5277948379516602,0.06775374710559845,0.4044514298439026,0.7448558211326599
000551,0.007008983753621578,0.9730783700942993,0.019912702962756157,0.014596730470657349,0.8739241361618042,0.11147913336753845,0.5898178815841675,0.04112884774804115,0.36905327439308167,0.5004451107233763
000552,0.023142777383327484,0.9314329624176025,0.04542429372668266,0.0384516566991806,0.8862688541412354,0.07527948915958405,0.5632349848747253,0.0841795951128006,0.35258540511131287,0.4732891879975796
000553,0.0015070621157065034,0.9000499844551086,0.09844297170639038,0.0033650111872702837,0.900735080242157,0.09589984267950058,0.5746144652366638,0.05829567834734917,0.3670898377895355,0.5614326521754265
000554,0.11922577768564224,0.8684266209602356,0.012347551994025707,0.07135642319917679,0.7225950956344604,0.20604850351810455,0.472832590341568,0.0989706963300705,0.4281967878341675,0.6465928433462977
000558,0.02103242091834545,0.9505937695503235,0.028373755514621735,0.02406645193696022,0.9335611462593079,0.042372338473796844,0.5756945610046387,0.08377760648727417,0.34052783250808716,0.41127392649650574
000559,0.04382087662816048,0.8119339942932129,0.1442452073097229,0.1188359335064888,0.7021398544311523,0.17902423441410065,0.5684229135513306,0.08361057937145233,0.3479664623737335,0.6712359040975571
000560,0.0005710011464543641,0.8483833074569702,0.15104566514492035,0.061896782368421555,0.8171969652175903,0.12090615183115005,0.48443785309791565,0.09536686539649963,0.4201952815055847,0.6921470984816551
000561,0.00319771864451468,0.9438319802284241,0.0529702827334404,0.01625657081604004,0.9297683238983154,0.053975071758031845,0.5976184606552124,0.06768617779016495,0.33469536900520325,0.4416407234966755
000563,0.03168588504195213,0.8571895956993103,0.11112456023693085,0.013067713007330894,0.8952652215957642,0.09166715294122696,0.5786147713661194,0.08194888383150101,0.3394363522529602,0.542228065431118
000564,0.06560078263282776,0.7443488836288452,0.19005031883716583,0.027242878451943398,0.7347346544265747,0.23802253603935242,0.49983352422714233,0.06741374731063843,0.4327527582645416,0.8608256131410599
000565,0.009598471224308014,0.9792937636375427,0.01110783126205206,0.029029810801148415,0.903812050819397,0.06715808063745499,0.57035893201828,0.07713276892900467,0.3525082468986511,0.43077415879815817
000566,0.0009607886895537376,0.9941413998603821,0.004897871054708958,0.0020271455869078636,0.993855893611908,0.004116925876587629,0.5510252714157104,0.10814318805932999,0.34083157777786255,0.34984637470915914
000567,0.08323826640844345,0.7358775734901428,0.18088415265083313,0.018346913158893585,0.325091153383255,0.6565619111061096,0.5839635133743286,0.07912908494472504,0.33690738677978516,1.174353450536728
000568,0.04086088761687279,0.8118964433670044,0.14724278450012207,0.025221513584256172,0.7109492421150208,0.26382923126220703,0.5619097352027893,0.07873447984457016,0.35935574769973755,0.7704277634620667
000570,0.0013850475661456585,0.968756377696991,0.029858604073524475,0.023922456428408623,0.8381370902061462,0.1379404515028,0.5588074922561646,0.0764312595129013,0.36476123332977295,0.5325602889060974
000572,0.01071888580918312,0.8836501836776733,0.10563086718320847,0.06944619864225388,0.7246788144111633,0.20587502419948578,0.5768017172813416,0.07873303443193436,0.3444652557373047,0.6559711471199989
000573,0.01228879950940609,0.8857433795928955,0.10196781158447266,0.016941433772444725,0.8413223624229431,0.1417362093925476,0.5462564826011658,0.07080570608377457,0.38293787837028503,0.6266418993473053
000576,0.009084353223443031,0.9884746670722961,0.0024409526959061623,0.011478176340460777,0.9805822968482971,0.007939474657177925,0.5756945610046387,0.08377760648727417,0.34052783250808716,0.35090825986117125
000581,0.011725581251084805,0.8812248706817627,0.10704952478408813,0.04980847239494324,0.8135462403297424,0.13664527237415314,0.5756945610046387,0.08377760648727417,0.34052783250808716,0.5842226296663284
000582,0.006067437585443258,0.9807830452919006,0.013149414211511612,0.010787191800773144,0.9711529016494751,0.01805994287133217,0.5887827277183533,0.05059939995408058,0.3606177866458893,0.39182714372873306
000584,0.0070951636880636215,0.8040626049041748,0.1888422966003418,0.04779471829533577,0.8904615044593811,0.06174370273947716,0.5627070069313049,0.053531669080257416,0.38376131653785706,0.634347315877676
000586,0.39908063411712646,0.5234962105751038,0.07742311805486679,0.4411631226539612,0.4603249430656433,0.09851198643445969,0.5460978746414185,0.07547024637460709,0.37843194603919983,0.5543670505285263
000587,0.009979862719774246,0.8960778713226318,0.09394223988056183,0.007388242054730654,0.9853437542915344,0.0072679356671869755,0.5599460601806641,0.08630909770727158,0.35374483466148376,0.45495501020923257
000589,0.004192863591015339,0.8961451649665833,0.09966200590133667,0.010343843139708042,0.9494724273681641,0.04018373042345047,0.5885269641876221,0.057057563215494156,0.3544154167175293,0.49426115304231644
000590,0.022036515176296234,0.8637250065803528,0.11423849314451218,0.0643993616104126,0.8780910968780518,0.05750950798392296,0.5638152360916138,0.08499066531658173,0.35119402408599854,0.5229420252144337
000591,0.2033408135175705,0.6498544216156006,0.1468048244714737,0.07230932265520096,0.8102957606315613,0.11739490181207657,0.5822552442550659,0.07314849644899368,0.344596266746521,0.6087959930300713
000593,0.044729068875312805,0.6726049780845642,0.2826659679412842,0.07487636804580688,0.6960381269454956,0.22908549010753632,0.4416978061199188,0.02973920665681362,0.5285630226135254,1.0403144806623459
