,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up,target_price_change1,target_price_change3,target_price_change5
000001,0.020553799346089363,0.025596676394343376,0.7418965697288513,0.849136471748352,0.23754970729351044,0.1252669095993042,0.04615047574043274,0.36281661689281464,3.4,1.0766666666666667,0.65
000002,0.0854734405875206,0.008943567983806133,0.8193105459213257,0.93871009349823,0.09521596133708954,0.052346281707286835,0.09441700857132673,0.14756224304437637,-0.11,1.7333333333333332,1.378
000004,0.06334421783685684,0.014647076837718487,0.8395273685455322,0.8661524653434753,0.09712837636470795,0.11920040845870972,0.07799129467457533,0.21632878482341766,-2.49,-1.6466666666666667,-1.038
000005,0.004171132575720549,0.03613882139325142,0.9609423875808716,0.9335207343101501,0.034886542707681656,0.030340444296598434,0.04030995396897197,0.06522698700428009,-1.02,-1.23,-1.206
000008,0.07227528095245361,0.03007165901362896,0.7915238738059998,0.7652778029441833,0.13620086014270782,0.20465056598186493,0.10234693996608257,0.34085142612457275,-2.43,-0.9866666666666667,-0.6140000000000001
000009,0.10455013811588287,0.2582762539386749,0.8700302243232727,0.7212687134742737,0.025419551879167557,0.020454974845051765,0.3628263920545578,0.04587452672421932,-1.98,-1.7566666666666666,-1.524
000010,0.7204515337944031,0.13352790474891663,0.23734523355960846,0.7548526525497437,0.042203210294246674,0.11161951720714569,0.8539794385433197,0.15382272750139236,-3.07,-2.5500000000000003,-2.262
000011,0.15934701263904572,0.15829701721668243,0.7009910345077515,0.7241902351379395,0.13966204226016998,0.11751271784305573,0.31764402985572815,0.2571747601032257,-0.77,-0.020000000000000018,-0.25200000000000006
000012,0.033751994371414185,0.01691577397286892,0.9367392659187317,0.9526478052139282,0.029508700594305992,0.03043646365404129,0.050667768344283104,0.05994516424834728,-0.61,0.25666666666666665,0.5900000000000001
000014,0.010780541226267815,0.007501242216676474,0.9657608270645142,0.9681728482246399,0.023458611220121384,0.024325840175151825,0.018281783442944288,0.04778445139527321,0.12,0.24000000000000007,-0.13599999999999995
000016,0.16552408039569855,0.06680844724178314,0.7033589482307434,0.8532167077064514,0.13111697137355804,0.07997486740350723,0.2323325276374817,0.21109183877706528,0.34,1.0133333333333334,0.21200000000000002
000017,0.009583485312759876,0.004035681486129761,0.9264220595359802,0.9753184914588928,0.06399443745613098,0.02064591646194458,0.013619166798889637,0.08464035391807556,-0.66,-1.05,-1.202
000018,0.03666863963007927,0.0019178225193172693,0.912030041217804,0.985969066619873,0.051301322877407074,0.012113125994801521,0.03858646214939654,0.0634144488722086,0.0,-0.6166666666666666,-0.48
000020,0.35039448738098145,0.09624742716550827,0.526134729385376,0.7492541670799255,0.12347078323364258,0.15449835360050201,0.4466419145464897,0.2779691368341446,2.05,0.3399999999999999,1.748
000021,0.022745367139577866,0.10188498347997665,0.9263702630996704,0.8406670689582825,0.05088435858488083,0.057447902858257294,0.12463035061955452,0.10833226144313812,-1.29,-0.1699999999999998,-0.2959999999999999
000022,0.11579957604408264,0.06471557915210724,0.8224754333496094,0.8719690442085266,0.06172503903508186,0.06331538408994675,0.18051515519618988,0.1250404231250286,0.46,-0.93,-1.3059999999999998
000023,0.023358166217803955,0.034959085285663605,0.9514539837837219,0.9545325040817261,0.025187859311699867,0.010508417151868343,0.05831725150346756,0.03569627646356821,-0.41,-0.9666666666666668,-1.4300000000000002
000025,0.37369146943092346,0.02709910087287426,0.5498930215835571,0.9384475350379944,0.0764155313372612,0.034453365951776505,0.4007905703037977,0.1108688972890377,-0.2,-0.24,-0.5700000000000001
000026,0.025970030575990677,0.034484803676605225,0.8899164795875549,0.8219285607337952,0.0841134786605835,0.1435866355895996,0.0604548342525959,0.2277001142501831,-2.01,-1.4666666666666666,-1.748
000027,0.0013132649473845959,0.001953832106664777,0.9824295043945312,0.9736217260360718,0.01625725068151951,0.024424385279417038,0.0032670970540493727,0.040681635960936546,-0.62,-0.36000000000000004,-0.34199999999999997
000028,0.011211338452994823,0.011439412832260132,0.8577328324317932,0.9356343150138855,0.1310557723045349,0.05292627960443497,0.022650751285254955,0.18398205190896988,-0.17,-1.3266666666666667,-1.3780000000000001
000030,0.04941357299685478,0.03682607412338257,0.8431066274642944,0.8804779052734375,0.10747983306646347,0.08269602805376053,0.08623964712023735,0.190175861120224,0.0,-0.8033333333333333,-0.9019999999999999
000032,0.03750424459576607,0.027143532410264015,0.9439598917961121,0.8870967030525208,0.018535805866122246,0.08575976639986038,0.06464777700603008,0.10429557226598263,-0.87,-1.1766666666666667,-1.15
000036,0.037760112434625626,0.01740948297083378,0.8548306822776794,0.9389262795448303,0.10740917176008224,0.04366416856646538,0.055169595405459404,0.15107334032654762,-1.33,-0.71,-0.698
000037,0.06022731587290764,0.020853683352470398,0.8605592846870422,0.9275386929512024,0.07921338081359863,0.05160755664110184,0.08108099922537804,0.13082093745470047,-0.71,-0.9933333333333333,-0.34199999999999997
000039,0.18571197986602783,0.06492967903614044,0.733314037322998,0.8749892711639404,0.0809740424156189,0.060081109404563904,0.2506416589021683,0.1410551518201828,-0.11,0.5533333333333333,0.8119999999999999
000040,0.3295840620994568,0.04832957684993744,0.5778721570968628,0.8845344185829163,0.09254381060600281,0.06713606417179108,0.3779136389493942,0.15967987477779388,-0.07,-0.64,0.02400000000000001
000042,0.012563759461045265,0.012210894376039505,0.8186602592468262,0.7389114499092102,0.16877591609954834,0.24887771904468536,0.02477465383708477,0.4176536351442337,0.18,0.06333333333333335,-0.586
000043,0.11451629549264908,0.028784340247511864,0.8084772825241089,0.9276806712150574,0.07700645923614502,0.043535053730010986,0.14330063574016094,0.120541512966156,-1.16,0.5200000000000001,0.27400000000000013
000045,0.10451268404722214,0.11384455114603043,0.7157607078552246,0.7537552118301392,0.17972660064697266,0.1324002891778946,0.21835723519325256,0.31212688982486725,-1.68,-1.04,-1.2260000000000002
000046,0.0006740594981238246,0.0015322831459343433,0.973962664604187,0.9767667651176453,0.025363223627209663,0.02170100063085556,0.002206342644058168,0.047064224258065224,-0.37,-1.5266666666666666,-0.942
000048,0.0071600088849663734,0.011445382609963417,0.9718964099884033,0.9596495628356934,0.020943665876984596,0.028904989361763,0.01860539149492979,0.0498486552387476,1.12,-0.18999999999999995,0.028000000000000032
000049,0.2817014157772064,0.03413262963294983,0.6688697338104248,0.8767620921134949,0.04942886158823967,0.08910533040761948,0.31583404541015625,0.13853419199585915,-2.4,0.7233333333333335,0.27400000000000013
000050,0.3504587411880493,0.18129761517047882,0.3714175522327423,0.6088573932647705,0.278123676776886,0.20984506607055664,0.5317563563585281,0.4879687428474426,0.59,-0.40666666666666673,-1.8039999999999998
000055,0.06867840141057968,0.045380525290966034,0.8460104465484619,0.8324577212333679,0.08531118184328079,0.12216176092624664,0.11405892670154572,0.20747294276952744,0.0,-0.6566666666666666,-1.5559999999999998
000056,0.1780644655227661,0.03351772204041481,0.7644101977348328,0.9149957895278931,0.05752529576420784,0.051486529409885406,0.21158218756318092,0.10901182517409325,-0.14,-1.1566666666666665,
000058,0.17957012355327606,0.134201318025589,0.6988993287086487,0.7573386430740356,0.12153056263923645,0.10846003890037537,0.31377144157886505,0.22999060153961182,-1.89,0.5866666666666666,-0.27
000059,0.08948821574449539,0.05395505577325821,0.8355004191398621,0.9255753755569458,0.07501143217086792,0.02046949602663517,0.1434432715177536,0.09548092819750309,-0.28,-0.24666666666666667,-0.8320000000000001
000060,0.2575216293334961,0.2749909460544586,0.6786220073699951,0.7155492305755615,0.06385635584592819,0.009459867142140865,0.5325125753879547,0.07331622298806906,-1.98,-1.4400000000000002,-0.9540000000000001
000062,0.0062038288451731205,0.007741414476186037,0.8620222806930542,0.9495325088500977,0.1317739486694336,0.042726069688797,0.013945243321359158,0.1745000183582306,-1.88,-1.3766666666666667,-0.654
000063,0.05843285471200943,0.0376739576458931,0.7628447413444519,0.8146362900733948,0.1787223219871521,0.14768968522548676,0.09610681235790253,0.32641200721263885,0.27,2.5,1.402
000065,0.139408677816391,0.13125748932361603,0.7918680310249329,0.7165529131889343,0.06872332096099854,0.15218967199325562,0.270666167140007,0.22091299295425415,-1.49,0.11333333333333336,-1.3199999999999998
000066,0.08056605607271194,0.21316218376159668,0.8778386116027832,0.7096229791641235,0.041595276445150375,0.07721477746963501,0.2937282398343086,0.11881005391478539,-1.09,-1.5599999999999998,-1.392
000068,0.11152404546737671,0.04126942530274391,0.7752021551132202,0.929946780204773,0.11327376961708069,0.028783759102225304,0.15279347077012062,0.142057528719306,-0.3,-1.2899999999999998,-1.1519999999999997
000069,0.05894266068935394,0.01012610923498869,0.8452988266944885,0.8735223412513733,0.09575848281383514,0.11635151505470276,0.06906876992434263,0.2121099978685379,0.23,0.4333333333333334,0.7140000000000001
000070,0.27309125661849976,0.5070173740386963,0.6646150946617126,0.461779922246933,0.06229376047849655,0.03120262548327446,0.780108630657196,0.09349638596177101,-3.29,-2.21,-2.016
000078,0.0675026997923851,0.0887274518609047,0.886886477470398,0.7871289253234863,0.04561077803373337,0.1241435557603836,0.1562301516532898,0.16975433379411697,-2.44,-1.5366666666666668,-1.306
000088,0.03482826426625252,0.029638485983014107,0.8394680619239807,0.8879501223564148,0.12570367753505707,0.08241134136915207,0.06446675024926662,0.20811501890420914,-0.45,-0.7033333333333335,-0.7660000000000001
000089,0.008649250492453575,0.011423102580010891,0.9588659405708313,0.8935834765434265,0.0324847586452961,0.09499332308769226,0.020072353072464466,0.12747808173298836,0.12,0.6166666666666667,0.27999999999999997
