,0-1-cnn_one_mean_radio,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-1-cnn_one_mean_radio,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-1-cnn_one_mean_radio,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up,target_price_change1,target_price_change3,target_price_change5
000338,0.012468120083212852,0.0019023799104616046,0.012518038973212242,0.937807559967041,0.9512009620666504,0.8492088913917542,0.04972432181239128,0.04689662531018257,0.13827303051948547,0.0268885389668867,0.23489397764205933,,,
000400,0.0770452618598938,0.0425272211432457,0.041079528629779816,0.8581919074058533,0.8995147943496704,0.7214152812957764,0.06476286053657532,0.05795802175998688,0.2375052124261856,0.1606520116329193,0.3602260947227478,,,
000401,0.17896461486816406,0.3614942729473114,0.06445787847042084,0.7740476727485657,0.4805915951728821,0.821880042552948,0.046987734735012054,0.15791407227516174,0.11366213113069534,0.6049167662858963,0.31856393814086914,,,
000402,0.0893818736076355,0.12335275858640671,0.22184568643569946,0.6848559975624084,0.6981799006462097,0.5738954544067383,0.22576215863227844,0.17846731841564178,0.20425882935523987,0.43458031862974167,0.6084883064031601,,,
000404,0.02404128387570381,0.027533091604709625,0.01882469654083252,0.9258996248245239,0.7816804051399231,0.9367806315422058,0.050059136003255844,0.19078640639781952,0.04439472034573555,0.07039907202124596,0.2852402627468109,,,
000407,0.004564645234495401,0.07628153264522552,0.008587853983044624,0.9867545962333679,0.9164693355560303,0.9340502619743347,0.008680823259055614,0.007249135989695787,0.057361818850040436,0.08943403186276555,0.07329177809879184,,,
000408,0.15458522737026215,0.4908905029296875,0.22273534536361694,0.5020405650138855,0.4377078115940094,0.22140002250671387,0.3433742821216583,0.0714016780257225,0.5558646321296692,0.8682110756635666,0.97064059227705,,,
000409,0.01597597450017929,0.0883040651679039,0.05773383378982544,0.921983540058136,0.856837272644043,0.7297419309616089,0.06204058974981308,0.05485878884792328,0.21252426505088806,0.16201387345790863,0.3294236436486244,,,
000410,0.066123828291893,0.029320187866687775,0.06312146782875061,0.8097699880599976,0.9103836417198181,0.775227963924408,0.12410619854927063,0.060296185314655304,0.16165055334568024,0.1585654839873314,0.34605293720960617,,,
000411,0.05422529950737953,0.04593513533473015,0.0117851123213768,0.7337916493415833,0.8073462247848511,0.810897171497345,0.2119830846786499,0.14671868085861206,0.1773177832365036,0.11194554716348648,0.5360195487737656,,,
000413,0.12186159938573837,0.0706852376461029,0.17194129526615143,0.8525869250297546,0.7726833820343018,0.7042382955551147,0.025551483035087585,0.15663127601146698,0.12382037937641144,0.3644881322979927,0.306003138422966,,,
000415,0.008818132802844048,0.007394588086754084,0.014017944224178791,0.9638394713401794,0.9694068431854248,0.9414470791816711,0.02734239213168621,0.023198546841740608,0.044534917920827866,0.030230665113776922,0.09507585689425468,,,
000416,0.002930620452389121,0.00819923635572195,0.008340533822774887,0.8802369832992554,0.9254814982414246,0.735207736492157,0.11683235317468643,0.0663193091750145,0.25645169615745544,0.01947039063088596,0.43960335850715637,,,
000417,0.3338545262813568,0.042437706142663956,0.11592119932174683,0.5301629900932312,0.7649545669555664,0.7289220094680786,0.13598251342773438,0.19260776042938232,0.15515679121017456,0.4922134317457676,0.48374706506729126,,,
000418,0.03270665928721428,0.0702851265668869,0.07275225222110748,0.8808070421218872,0.8301388025283813,0.8226730823516846,0.08648626506328583,0.09957607090473175,0.10457468777894974,0.17574403807520866,0.2906370237469673,,,
000419,0.00188915163744241,0.008519628085196018,0.007161465007811785,0.9932129383087158,0.9596312642097473,0.9713999629020691,0.004897827748209238,0.031849101185798645,0.021438565105199814,0.017570244730450213,0.0581854940392077,,,
000420,0.015157986432313919,0.048021718859672546,0.02356901206076145,0.9658463001251221,0.892784059047699,0.8649165630340576,0.018995629623532295,0.05919419601559639,0.11151442676782608,0.08674871735274792,0.18970425240695477,,,
000421,0.022136783227324486,0.013948106206953526,0.024255136027932167,0.9512129426002502,0.9709612131118774,0.9510461091995239,0.026650242507457733,0.01509073469787836,0.024698814377188683,0.06034002546221018,0.06643979158252478,,,
000422,0.0041365474462509155,0.002613341435790062,0.002910846611484885,0.9561148285865784,0.9185155630111694,0.9098248481750488,0.03974863141775131,0.07887110859155655,0.08726426959037781,0.009660735493525863,0.20588400959968567,,,
000423,0.02852989174425602,0.011842979118227959,0.014985521323978901,0.9434933662414551,0.8436959385871887,0.9471399188041687,0.027976712211966515,0.14446108043193817,0.03787464648485184,0.05535839218646288,0.21031243912875652,,,
000425,0.01974385604262352,0.016435105353593826,0.04306045547127724,0.9549552798271179,0.9590600728988647,0.9321613907814026,0.02530081942677498,0.0245047640055418,0.02477821707725525,0.07923941686749458,0.07458380050957203,,,
000426,0.3705337345600128,0.17902390658855438,0.15585444867610931,0.5164415240287781,0.6439276933670044,0.5369228720664978,0.11302478611469269,0.17704838514328003,0.3072226643562317,0.7054120898246765,0.5972958356142044,,,
000428,0.030987674370408058,0.031250644475221634,0.04771075397729874,0.9376153349876404,0.9557359218597412,0.8984287977218628,0.03139704465866089,0.013013387098908424,0.05386042967438698,0.10994907282292843,0.09827086143195629,,,
000429,0.002209031255915761,0.03257058188319206,0.0031329733319580555,0.9532119035720825,0.9051367044448853,0.8830033540725708,0.04457906261086464,0.0622926726937294,0.11386363953351974,0.03791258647106588,0.22073537483811378,,,
000430,0.11141481250524521,0.0681934729218483,0.1638457477092743,0.8434606194496155,0.8839771151542664,0.7549112439155579,0.04512454941868782,0.04782945290207863,0.08124300092458725,0.3434540331363678,0.1741970032453537,,,
000488,0.1067609190940857,0.22203582525253296,0.20255547761917114,0.722992479801178,0.45377740263938904,0.6313978433609009,0.17024663090705872,0.324186772108078,0.16604669392108917,0.5313522219657898,0.6604800969362259,,,
000498,0.027000803500413895,0.0599222257733345,0.08734814077615738,0.8159502744674683,0.7811166644096375,0.779978334903717,0.15704889595508575,0.15896104276180267,0.1326735019683838,0.17427117004990578,0.4486834406852722,,,
000501,0.02672417089343071,0.010389630682766438,0.01751880720257759,0.9144973158836365,0.9387565851211548,0.9247800707817078,0.058778420090675354,0.05085378140211105,0.057701122015714645,0.05463260877877474,0.16733332350850105,,,
000502,0.012438584119081497,0.023005040362477303,0.010513708926737309,0.8688730001449585,0.9409052729606628,0.7797289490699768,0.11868850886821747,0.036089640110731125,0.20975732803344727,0.04595733340829611,0.36453547701239586,,,
000505,0.009375432506203651,0.016680754721164703,0.04385814443230629,0.965870201587677,0.7522907853126526,0.808051586151123,0.024754304438829422,0.23102843761444092,0.14809030294418335,0.06991433165967464,0.4038730449974537,,,
000507,0.033561140298843384,0.0975845456123352,0.012495799921452999,0.9371870756149292,0.8891582489013672,0.9442342519760132,0.02925179898738861,0.013257176615297794,0.04326999559998512,0.1436414858326316,0.08577897120267153,,,
000510,0.0800178200006485,0.255842000246048,0.04070981964468956,0.8806316256523132,0.6460894346237183,0.8292618989944458,0.03935050964355469,0.09806859493255615,0.13002832233905792,0.37656963989138603,0.26744742691516876,,,
000513,0.10232292115688324,0.07723288238048553,0.026152312755584717,0.7563561201095581,0.8134257197380066,0.8509901165962219,0.14132094383239746,0.10934138298034668,0.12285752594470978,0.2057081162929535,0.3735198527574539,,,
000514,0.0002851779863703996,0.0005501126288436353,0.0013967434642836452,0.9776294231414795,0.946809709072113,0.9443816542625427,0.022085366770625114,0.05264022946357727,0.054221589118242264,0.00223203407949768,0.12894718535244465,,,
000516,0.006717153359204531,0.0014491528272628784,0.0017661239253357053,0.9794623255729675,0.9952291250228882,0.9866222739219666,0.01382056437432766,0.0033216625452041626,0.01161167211830616,0.009932430111803114,0.028753899037837982,,,
000517,0.025601841509342194,0.02636643312871456,0.009329254738986492,0.9570196270942688,0.9333869218826294,0.9760974645614624,0.01737852953374386,0.040246639400720596,0.014573284424841404,0.06129752937704325,0.07219845335930586,,,
000518,0.03006107173860073,0.014354374259710312,0.05434407293796539,0.9199484586715698,0.9567516446113586,0.8897404074668884,0.049990441650152206,0.028893986716866493,0.05591556429862976,0.09875951893627644,0.13479999266564846,,,
000519,0.007794331293553114,0.004533812403678894,0.005013628397136927,0.9676918387413025,0.6662550568580627,0.9248760342597961,0.02451379783451557,0.32921117544174194,0.07011023908853531,0.017341772094368935,0.4238352123647928,,,
000520,0.006625982001423836,0.018947631120681763,0.013053766451776028,0.9645180106163025,0.9748592376708984,0.960018515586853,0.028855953365564346,0.006193131674081087,0.0269277673214674,0.038627379573881626,0.06197685236111283,,,
000521,0.0037391127552837133,0.006190595682710409,0.008671858347952366,0.9805276393890381,0.9673051834106445,0.9664843678474426,0.01573328673839569,0.02650417946279049,0.024843761697411537,0.01860156678594649,0.06708122789859772,,,
000523,0.01390688493847847,0.010986194014549255,0.006202664226293564,0.9785280823707581,0.9608826041221619,0.9776684045791626,0.007565030828118324,0.028131132945418358,0.01612892746925354,0.03109574317932129,0.05182509124279022,,,
000524,0.029441284015774727,0.04084117338061333,0.010729562491178513,0.932724118232727,0.8611547350883484,0.9379116892814636,0.03783468157052994,0.09800402075052261,0.05135881155729294,0.08101201988756657,0.1871975138783455,,,
000525,0.09079645574092865,0.07332796603441238,0.08315687626600266,0.8033753633499146,0.8067899346351624,0.8362450003623962,0.10582812875509262,0.11988212913274765,0.08059810101985931,0.2472812980413437,0.3063083589076996,,,
000526,0.020564233884215355,0.044718362390995026,0.043613359332084656,0.9378435015678406,0.8867926597595215,0.9089915752410889,0.04159226641058922,0.06848902255296707,0.04739505797624588,0.10889595560729504,0.15747634693980217,,,
000528,0.007867221720516682,0.04193912073969841,0.034272950142621994,0.8745443820953369,0.8685576319694519,0.8658429980278015,0.11758842319250107,0.08950314670801163,0.09988408535718918,0.08407929260283709,0.3069756552577019,,,
000529,0.022181693464517593,0.021047044545412064,0.006042882334440947,0.944242537021637,0.8600130677223206,0.9375748634338379,0.033575866371393204,0.1189398244023323,0.05638225004076958,0.049271620344370604,0.2088979408144951,,,
000530,0.027094537392258644,0.012226739898324013,0.026892904192209244,0.8645500540733337,0.8199405074119568,0.8788385391235352,0.10835549235343933,0.16783273220062256,0.0942685455083847,0.0662141814827919,0.3704567700624466,,,
000531,0.002361775143072009,0.006254816893488169,0.007620704360306263,0.9593505263328552,0.9359647035598755,0.9432170391082764,0.03828772157430649,0.05778045952320099,0.049162279814481735,0.01623729639686644,0.1452304609119892,,,
000532,0.18723298609256744,0.04134137183427811,0.1015075147151947,0.6955481171607971,0.8290703296661377,0.7640305757522583,0.11721893399953842,0.12958835065364838,0.1344618797302246,0.33008187264204025,0.3812691643834114,,,
000533,0.022466760128736496,0.08383911103010178,0.021000251173973083,0.9394046068191528,0.8646620512008667,0.9499244689941406,0.03812861442565918,0.051498834043741226,0.029075393453240395,0.12730612233281136,0.1187028419226408,,,
000534,0.11587020754814148,0.33970341086387634,0.17018601298332214,0.8331663012504578,0.5800045132637024,0.7149063348770142,0.050963468849658966,0.0802920013666153,0.11490762233734131,0.62575963139534,0.24616309255361557,,,
000536,0.05614297091960907,0.21769335865974426,0.07235783338546753,0.9122601747512817,0.7079867720603943,0.8604563474655151,0.031596843153238297,0.07431988418102264,0.06718580424785614,0.34619416296482086,0.17310253158211708,,,
000537,0.5621625185012817,0.21656352281570435,0.3223946988582611,0.2577395439147949,0.3792780935764313,0.454136461019516,0.18009790778160095,0.4041582942008972,0.22346889972686768,1.1011207401752472,0.8077251017093658,,,
000538,0.062275052070617676,0.05650165677070618,0.02225937880575657,0.8327009677886963,0.8622140288352966,0.899579644203186,0.10502395778894424,0.0812842845916748,0.07816100865602493,0.14103608764708042,0.264469251036644,,,
000539,0.0005542776780202985,0.0021489285863935947,0.0019135847687721252,0.9845001697540283,0.9570949673652649,0.9832974672317505,0.014945480972528458,0.04075608402490616,0.014788983389735222,0.0046167910331860185,0.07049054838716984,,,
000541,0.003130883676931262,0.003485879860818386,0.0026498925872147083,0.9527752995491028,0.976971447467804,0.9714434146881104,0.044093795120716095,0.019542725756764412,0.025906724855303764,0.009266656124964356,0.08954324573278427,,,
000543,0.0029142361599951982,0.006269523408263922,0.0107003478333354,0.9797385931015015,0.9855061769485474,0.9676234126091003,0.017347170040011406,0.008224241435527802,0.02167630009353161,0.01988410740159452,0.047247711569070816,,,
000544,0.003152744611725211,0.007137511391192675,0.005480476189404726,0.972730278968811,0.9172729849815369,0.9544338583946228,0.024116920307278633,0.07558953762054443,0.040085725486278534,0.015770732192322612,0.1397921834141016,,,
000545,0.009650682099163532,0.06357639282941818,0.03878640756011009,0.9515625238418579,0.8940895795822144,0.9090840816497803,0.03878670185804367,0.042334020137786865,0.05212952941656113,0.1120134824886918,0.13325025141239166,,,
000546,0.3945660889148712,0.25307977199554443,0.16400721669197083,0.5110063552856445,0.5774369835853577,0.6542558670043945,0.09442750364542007,0.1694832593202591,0.18173694610595703,0.8116530776023865,0.4456477090716362,,,
000547,0.14247429370880127,0.08861681818962097,0.006146695930510759,0.7913216948509216,0.8283215761184692,0.9719593524932861,0.06620406359434128,0.08306162059307098,0.021893881261348724,0.237237807828933,0.171159565448761,,,
000548,0.006238109897822142,0.004748618695884943,0.0008992369403131306,0.9673935174942017,0.9361976385116577,0.9370479583740234,0.02636837773025036,0.05905371904373169,0.06205279752612114,0.011885965534020215,0.1474748943001032,,,
000550,0.09414535760879517,0.11618409305810928,0.10776665061712265,0.8278990983963013,0.7918197512626648,0.8191832900047302,0.07795553654432297,0.09199617803096771,0.07305004447698593,0.3180961012840271,0.2430017590522766,,,
000551,0.009145203977823257,0.028282765299081802,0.012649338692426682,0.9214333891868591,0.9265106320381165,0.8596371412277222,0.06942139565944672,0.04520650580525398,0.12771354615688324,0.05007730796933174,0.24234144762158394,,,
000552,0.008117372170090675,0.006684242282062769,0.021313754841685295,0.9597294926643372,0.9143292903900146,0.8871009945869446,0.03215310722589493,0.07898649573326111,0.09158523380756378,0.03611536929383874,0.20272483676671982,,,
000553,0.04091794043779373,0.008091522380709648,0.026104042306542397,0.8614729046821594,0.9635275602340698,0.9424676895141602,0.09760919958353043,0.02838091365993023,0.03142828121781349,0.07511350512504578,0.15741839446127415,,,
000554,0.10850348323583603,0.022232599556446075,0.06384493410587311,0.8495734930038452,0.9680635929107666,0.9108835458755493,0.04192306473851204,0.00970384944230318,0.02527148835361004,0.1945810168981552,0.07689840253442526,,,
000558,0.012045004405081272,0.11229243874549866,0.01503931637853384,0.9553313851356506,0.8540522456169128,0.966623067855835,0.03262369707226753,0.033655378967523575,0.0183376707136631,0.13937675952911377,0.08461674675345421,,,
000559,0.1482793539762497,0.3545932471752167,0.1431330293416977,0.7858784198760986,0.5750032663345337,0.7920989990234375,0.06584227830171585,0.07040348649024963,0.06476802378892899,0.6460056304931641,0.20101378858089447,,,
000561,0.38085514307022095,0.0410044826567173,0.09473419934511185,0.46577316522598267,0.7638752460479736,0.7391657829284668,0.15337176620960236,0.19512030482292175,0.1660999357700348,0.5165938250720501,0.5145920068025589,,,
000563,0.011929377913475037,0.02664010040462017,0.02112363651394844,0.9409362077713013,0.9303550720214844,0.9344037771224976,0.04713447019457817,0.04300481453537941,0.04447264224290848,0.05969311483204365,0.13461192697286606,,,
