,0-1-cnn_one_mean_radio,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-1-cnn_one_mean_radio,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-1-cnn_one_mean_radio,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up,target_price_change1,target_price_change3,target_price_change5
002300,0.055075451731681824,0.03393995761871338,0.006043575704097748,0.8193245530128479,0.9162216186523438,0.9341211915016174,0.1255999207496643,0.04983847960829735,0.059835199266672134,0.09505898505449295,0.2352735996246338,,,
002301,0.012364326976239681,0.046484265476465225,0.06367228180170059,0.9539084434509277,0.8890874981880188,0.8343909382820129,0.033727243542671204,0.06442815065383911,0.10193672776222229,0.1225208742544055,0.2000921219587326,,,
002302,0.05162416398525238,0.4903109669685364,0.04161515831947327,0.890138566493988,0.4887394309043884,0.8785526752471924,0.058237224817276,0.020949561148881912,0.07983224838972092,0.583550289273262,0.15901903435587883,,,
002303,0.09854431450366974,0.10189645737409592,0.07551190257072449,0.8485507369041443,0.8250396251678467,0.7162931561470032,0.05290497466921806,0.07306394726037979,0.20819494128227234,0.27595267444849014,0.3341638632118702,,,
002304,0.06126128509640694,0.052918512374162674,0.1613958775997162,0.7328223586082458,0.8868774175643921,0.7758712768554688,0.2059163749217987,0.06020410358905792,0.06273278594017029,0.2755756750702858,0.3288532644510269,,,
002305,0.05062590166926384,0.03749236837029457,0.10478413850069046,0.7854044437408447,0.5911429524421692,0.4849248230457306,0.16396968066692352,0.3713647127151489,0.41029101610183716,0.19290240854024887,0.9456254094839096,,,
002306,0.05221042409539223,0.05445484817028046,0.09757503122091293,0.9112376570701599,0.9170875549316406,0.8415451645851135,0.03655185177922249,0.028457622975111008,0.06087978929281235,0.20424030348658562,0.12588926404714584,,,
002307,0.019580038264393806,0.45474323630332947,0.03850695863366127,0.9293790459632874,0.5106926560401917,0.9018651247024536,0.0510408915579319,0.034564174711704254,0.059627894312143326,0.5128302332013845,0.14523296058177948,,,
002308,0.10555078834295273,0.343231737613678,0.12009602785110474,0.7964743971824646,0.43810999393463135,0.6700860857963562,0.09797483682632446,0.21865828335285187,0.20981790125370026,0.5688785538077354,0.5264510214328766,,,
002309,0.07349441945552826,0.04534869268536568,0.1496826410293579,0.8602005839347839,0.8558209538459778,0.8073660135269165,0.0663050040602684,0.09883037954568863,0.04295138642191887,0.26852575317025185,0.2080867700278759,,,
002310,0.23709192872047424,0.17604270577430725,0.0771784782409668,0.7101714015007019,0.6157781481742859,0.7918168306350708,0.052736666053533554,0.20817911624908447,0.13100463151931763,0.4903131127357483,0.39192041382193565,,,
002311,0.05808131769299507,0.032397039234638214,0.02722889930009842,0.8864290714263916,0.9042859673500061,0.9150422811508179,0.0554896704852581,0.06331699341535568,0.05772877484560013,0.1177072562277317,0.1765354387462139,,,
002313,0.14505626261234283,0.21649430692195892,0.08362182229757309,0.6852649450302124,0.3828153610229492,0.6231520771980286,0.1696787327528,0.40069034695625305,0.29322609305381775,0.44517239183187485,0.8635951727628708,,,
002314,0.008116612210869789,0.05021999031305313,0.0644957423210144,0.9660940170288086,0.8897619247436523,0.8980399966239929,0.025789331644773483,0.060018137097358704,0.03746417909860611,0.12283234484493732,0.1232716478407383,,,
002315,0.3201126456260681,0.19090920686721802,0.1614653766155243,0.6237940192222595,0.5017157196998596,0.7475545406341553,0.05609329417347908,0.3073750138282776,0.09098002314567566,0.6724872291088104,0.4544483311474323,,,
002316,0.346015065908432,0.34578603506088257,0.16248328983783722,0.5381355285644531,0.5421730875968933,0.6655161380767822,0.11584939807653427,0.11204088479280472,0.17200054228305817,0.8542843908071518,0.39989082515239716,,,
002317,0.005103140138089657,0.004825476091355085,0.0027965004555881023,0.970775842666626,0.984012246131897,0.9841213226318359,0.024121051654219627,0.01116229873150587,0.013082164339721203,0.012725116685032845,0.0483655147254467,,,
002318,0.043869324028491974,0.07297606021165848,0.013635704293847084,0.8924903869628906,0.8846597075462341,0.9024476408958435,0.0636402890086174,0.04236423596739769,0.08391667157411575,0.13048108853399754,0.18992119655013084,,,
002319,0.024791892617940903,0.0092655960470438,0.023533279076218605,0.9149324893951416,0.7992537617683411,0.8568493127822876,0.06027556210756302,0.1914806216955185,0.11961747705936432,0.05759076774120331,0.37137366086244583,,,
002320,0.35765013098716736,0.1539093554019928,0.23638224601745605,0.49412044882774353,0.6835262775421143,0.5429686307907104,0.1482294499874115,0.16256432235240936,0.2206491380929947,0.7479417324066162,0.5314429104328156,,,
002321,0.09442580491304398,0.24863587319850922,0.15174897015094757,0.8755607008934021,0.6496199369430542,0.7290086150169373,0.030013393610715866,0.10174421966075897,0.11924242973327637,0.49481064826250076,0.2510000430047512,,,
002322,0.041799645870923996,0.024764452129602432,0.050728458911180496,0.7861561179161072,0.8058090806007385,0.8306280970573425,0.1720443218946457,0.16942644119262695,0.11864348500967026,0.11729255691170692,0.4601142480969429,,,
002323,0.00018619581533130258,0.025279449298977852,3.978541644755751e-05,0.9111757874488831,0.8480562567710876,0.9783568978309631,0.08863796293735504,0.12666428089141846,0.021603291854262352,0.025505430530756712,0.23690553568303585,,,
002324,0.022864967584609985,0.030252695083618164,0.02376631833612919,0.9092899560928345,0.8780123591423035,0.9260255694389343,0.06784508377313614,0.09173500537872314,0.05020821467041969,0.07688398100435734,0.20978830382227898,,,
002325,0.009496301412582397,0.0038508200086653233,0.00923443865031004,0.9582225680351257,0.9490211606025696,0.961724579334259,0.03228112682700157,0.047128014266490936,0.029041025787591934,0.02258156007155776,0.10845016688108444,,,
002326,0.11001703888177872,0.23035216331481934,0.07334224134683609,0.7322479486465454,0.7096490859985352,0.7653065323829651,0.15773500502109528,0.05999869480729103,0.1613513082265854,0.41371144354343414,0.3790850080549717,,,
002327,0.06110600754618645,0.08990104496479034,0.0720747858285904,0.8248239755630493,0.5883824229240417,0.7133240699768066,0.11407001316547394,0.3217166066169739,0.21460114419460297,0.22308183833956718,0.6503877639770508,,,
002328,0.02398625575006008,0.03089367412030697,0.061521872878074646,0.9376718401908875,0.9357514977455139,0.8988282680511475,0.03834197670221329,0.033354904502630234,0.03964981436729431,0.1164018027484417,0.11134669557213783,,,
002329,0.006555821280926466,0.03175070136785507,0.007580545265227556,0.924275279045105,0.9524466395378113,0.9507853388786316,0.06916891038417816,0.015802673995494843,0.04163406044244766,0.045887067914009094,0.12660564482212067,,,
002330,0.01185503788292408,0.011577130295336246,0.03121127374470234,0.9140905141830444,0.958329975605011,0.8492047786712646,0.07405436038970947,0.03009292110800743,0.11958392709493637,0.054643441922962666,0.22373120859265327,,,
002332,0.054390933364629745,0.18782512843608856,0.11782697588205338,0.7946394085884094,0.5984154343605042,0.658234715461731,0.15096957981586456,0.2137593924999237,0.2239382416009903,0.3600430376827717,0.5886672139167786,,,
002333,0.14612632989883423,0.3635057210922241,0.42315590381622314,0.6590111255645752,0.38658761978149414,0.4716147482395172,0.19486260414123535,0.24990670382976532,0.10522928833961487,0.9327879548072815,0.5499985963106155,,,
002334,0.14835241436958313,0.13332392275333405,0.11220995336771011,0.6759453415870667,0.5525016188621521,0.6633577346801758,0.17570224404335022,0.31417450308799744,0.22443237900733948,0.3938862904906273,0.7143091261386871,,,
002335,0.13867492973804474,0.020847158506512642,0.04015608876943588,0.6799350380897522,0.6002344489097595,0.7889013290405273,0.18139000236988068,0.3789184093475342,0.17094257473945618,0.19967817701399326,0.731250986456871,,,
002336,0.27410122752189636,0.047828640788793564,0.05921430140733719,0.6159236431121826,0.5979396104812622,0.8678418397903442,0.10997512191534042,0.35423171520233154,0.07294383645057678,0.3811441697180271,0.5371506735682487,,,
002337,0.17090900242328644,0.03858247026801109,0.060455646365880966,0.7489510774612427,0.8818112015724182,0.8444596529006958,0.08013992756605148,0.07960642874240875,0.09508471190929413,0.2699471190571785,0.25483106821775436,,,
002338,0.09165703505277634,0.028282834216952324,0.0208197683095932,0.6263124346733093,0.5152991414070129,0.5216976404190063,0.28203052282333374,0.4564180374145508,0.45748260617256165,0.14075963757932186,1.1959311664104462,,,
002339,0.14691656827926636,0.20455379784107208,0.21507282555103302,0.8008654117584229,0.753154993057251,0.7272213697433472,0.05221806839108467,0.042291104793548584,0.057705752551555634,0.5665431916713715,0.1522149257361889,,,
002340,0.2118203490972519,0.48103633522987366,0.10486797243356705,0.6436123847961426,0.30308717489242554,0.7473210096359253,0.14456719160079956,0.21587646007537842,0.14781105518341064,0.7977246567606926,0.5082547068595886,,,
002342,0.026920029893517494,0.03781463950872421,0.07407553493976593,0.9333982467651367,0.9345221519470215,0.8106361627578735,0.03968169167637825,0.027663175016641617,0.11528826504945755,0.13881020434200764,0.18263313174247742,,,
002343,0.07509196549654007,0.08534426242113113,0.030225412920117378,0.8417654037475586,0.829809308052063,0.8021609783172607,0.08314264565706253,0.08484642952680588,0.16761356592178345,0.19066164083778858,0.33560264110565186,,,
002344,0.0075380392372608185,0.0024359491653740406,0.0027833462227135897,0.9717149138450623,0.9685615301132202,0.9736560583114624,0.020747093483805656,0.029002603143453598,0.023560550063848495,0.012757334625348449,0.07331024669110775,,,
002345,0.0827765092253685,0.1832347959280014,0.07920964807271957,0.8690852522850037,0.7059009671211243,0.8503362536430359,0.04813821241259575,0.11086423695087433,0.07045404613018036,0.3452209532260895,0.22945649549365044,,,
002346,0.09721627086400986,0.007723309099674225,0.0318448580801487,0.8533573150634766,0.6183714270591736,0.9526165723800659,0.04942648485302925,0.373905211687088,0.01553860679268837,0.13678443804383278,0.43887030333280563,,,
002349,0.03610902279615402,0.0009751548059284687,0.014774593524634838,0.9332842230796814,0.9796818494796753,0.9245608448982239,0.03060666099190712,0.01934296451508999,0.06066460534930229,0.05185877112671733,0.1106142308562994,,,
002350,0.34992557764053345,0.24548552930355072,0.6121650338172913,0.6170709133148193,0.598701536655426,0.328925758600235,0.03300352767109871,0.15581294894218445,0.05890924483537674,1.2075761407613754,0.2477257214486599,,,
002351,0.017771251499652863,0.021224554628133774,0.005654813256114721,0.9609824419021606,0.9608611464500427,0.9710192084312439,0.021246250718832016,0.01791425235569477,0.023325925692915916,0.04465061938390136,0.0624864287674427,,,
002352,0.15192560851573944,0.2800171971321106,0.07163766026496887,0.7896351218223572,0.6639367938041687,0.787314236164093,0.05843926966190338,0.05604606866836548,0.1410481035709381,0.5035804659128189,0.25553344190120697,,,
002353,0.03070053830742836,0.02318563684821129,0.014029763638973236,0.9276995062828064,0.8453646302223206,0.9072648286819458,0.041599858552217484,0.13144969940185547,0.07870536297559738,0.06791593879461288,0.25175492092967033,,,
002354,0.017023896798491478,0.03759360313415527,0.07141634076833725,0.8631943464279175,0.8791822195053101,0.7896606922149658,0.1197817474603653,0.08322411775588989,0.13892295956611633,0.126033840700984,0.3419288247823715,,,
002355,0.1216440200805664,0.3762706518173218,0.08640937507152557,0.7369925379753113,0.5547686815261841,0.5863060355186462,0.1413634866476059,0.06896074116230011,0.3272846043109894,0.5843240469694138,0.5376088321208954,,,
002357,0.007575081195682287,0.023514600470662117,0.02034849114716053,0.9586518406867981,0.8129467368125916,0.9397999048233032,0.03377313166856766,0.1635386198759079,0.0398516021668911,0.051438172813504934,0.23716335371136665,,,
002359,0.04641656205058098,0.09844092279672623,0.08243351429700851,0.887790858745575,0.8930612206459045,0.8614000082015991,0.06579264253377914,0.008497796952724457,0.056166477501392365,0.22729099914431572,0.13045691698789597,,,
002360,0.01688547618687153,0.019732655957341194,0.023332033306360245,0.900497317314148,0.9240601658821106,0.8455978631973267,0.08261721581220627,0.05620711296796799,0.13107016682624817,0.05995016545057297,0.2698944956064224,,,
002361,0.051897477358579636,0.0029146268498152494,0.013355541974306107,0.9090325832366943,0.9470818638801575,0.9586744904518127,0.039069999009370804,0.050003521144390106,0.02796992100775242,0.06816764618270099,0.11704344116151333,,,
002362,0.1834718883037567,0.04497824236750603,0.39753222465515137,0.5525326132774353,0.5077003240585327,0.2486869990825653,0.2639954090118408,0.44732144474983215,0.3537808060646057,0.6259823553264141,1.0650976598262787,,,
002363,0.04228295013308525,0.05961992219090462,0.15349139273166656,0.9061993956565857,0.8524935245513916,0.7164590954780579,0.05151756480336189,0.08788653463125229,0.13004957139492035,0.25539426505565643,0.26945367082953453,,,
002364,0.5061701536178589,0.2800484597682953,0.06860191375017166,0.4536917805671692,0.6062607169151306,0.8111546635627747,0.04013797268271446,0.11369079351425171,0.12024343758821487,0.8548205271363258,0.27407220378518105,,,
002365,0.21479199826717377,0.7467267513275146,0.6738716959953308,0.5854160189628601,0.2029145210981369,0.22684602439403534,0.1997920274734497,0.05035877972841263,0.09928230941295624,1.6353904455900192,0.3494331166148186,,,
002366,0.00907962303608656,0.0005148609634488821,0.0012890873476862907,0.7539417147636414,0.9534221887588501,0.3597043454647064,0.2369786500930786,0.046062905341386795,0.6390066146850586,0.010883571347221732,0.922048170119524,,,
002367,0.032687585800886154,0.019493475556373596,0.013516255654394627,0.951598048210144,0.9598809480667114,0.9702592492103577,0.015714401379227638,0.020625559613108635,0.016224518418312073,0.06569731701165438,0.052564479410648346,,,
002368,0.21660096943378448,0.014960064552724361,0.004401815589517355,0.6133306622505188,0.8061307668685913,0.8938010334968567,0.17006844282150269,0.17890916764736176,0.10179714858531952,0.2359628495760262,0.45077475905418396,,,
002369,0.1543644517660141,0.1304994374513626,0.11300387233495712,0.6753329634666443,0.6716858744621277,0.6481977701187134,0.17030255496501923,0.19781474769115448,0.2387983500957489,0.39786776155233383,0.6069156527519226,,,
002370,0.007190934382379055,0.2234412133693695,0.001855094451457262,0.9542599320411682,0.7610295414924622,0.996788501739502,0.03854915872216225,0.015529176220297813,0.0013564410619437695,0.23248724220320582,0.05543477600440383,,,
002371,0.39040201902389526,0.12493418902158737,0.43604642152786255,0.4116656184196472,0.7858535647392273,0.3926120102405548,0.1979324072599411,0.08921230584383011,0.17134152352809906,0.9513826295733452,0.45848623663187027,,,
002372,0.012593746185302734,0.02116253413259983,0.033530134707689285,0.8950143456459045,0.770467221736908,0.8250182867050171,0.09239193052053452,0.20837023854255676,0.1414516121149063,0.06728641502559185,0.4422137811779976,,,
002374,0.3366931676864624,0.08413530886173248,0.2027152180671692,0.6192635297775269,0.8152734041213989,0.7114315032958984,0.04404333978891373,0.10059134662151337,0.08585324883460999,0.6235436946153641,0.23048793524503708,,,
002375,0.05371291562914848,0.046242937445640564,0.09475022554397583,0.9343641996383667,0.921965479850769,0.8800370097160339,0.011922871693968773,0.03179158270359039,0.025212833657860756,0.19470607861876488,0.06892728805541992,,,
002376,0.04264100268483162,0.18976089358329773,0.025472041219472885,0.9319577813148499,0.6504334211349487,0.9579060077667236,0.025401277467608452,0.15980568528175354,0.01662195660173893,0.25787393748760223,0.20182891935110092,,,
002377,0.010727099142968655,0.12122099101543427,0.07887440174818039,0.9515323042869568,0.871466338634491,0.867324948310852,0.037740614265203476,0.007312556263059378,0.05380064621567726,0.2108224919065833,0.09885381674394011,,,
002378,0.12497709691524506,0.24535655975341797,0.17139878869056702,0.653574526309967,0.3037058711051941,0.5488660931587219,0.2214483916759491,0.45093753933906555,0.27973511815071106,0.54173244535923,0.9521210491657257,,,
002379,0.2274293601512909,0.16053354740142822,0.05946961045265198,0.5629175901412964,0.5973476767539978,0.796843945980072,0.2096531242132187,0.24211882054805756,0.1436864137649536,0.4474325180053711,0.5954583585262299,,,
002380,0.03312899172306061,0.153957799077034,0.04263919219374657,0.8983138799667358,0.8253232836723328,0.9040378332138062,0.06855706125497818,0.020718952640891075,0.05332297459244728,0.22972598299384117,0.14259898848831654,,,
002381,0.032263532280921936,0.0325160026550293,0.009458358399569988,0.9075036644935608,0.5284274816513062,0.897429883480072,0.06023285910487175,0.43905651569366455,0.0931117907166481,0.07423789333552122,0.5924011655151844,,,
002383,0.08449919521808624,0.08487296104431152,0.059305042028427124,0.7358713746070862,0.7609447240829468,0.7123650312423706,0.1796294003725052,0.1541823446750641,0.22832998633384705,0.2286771982908249,0.5621417313814163,,,
002384,0.25895994901657104,0.1603853702545166,0.3190014362335205,0.4110103249549866,0.6921910643577576,0.5235109329223633,0.33002969622612,0.14742356538772583,0.15748760104179382,0.7383467555046082,0.6349408626556396,,,
002385,0.0074256304651498795,0.01078912615776062,0.035254042595624924,0.980207622051239,0.9360592365264893,0.9336283802986145,0.012366807088255882,0.05315161496400833,0.031117577105760574,0.05346879921853542,0.09663599915802479,,,
002386,0.24408401548862457,0.12204412370920181,0.5156476497650146,0.562191903591156,0.5116552114486694,0.2623254358768463,0.1937241107225418,0.36630070209503174,0.22202695906162262,0.881775788962841,0.7820517718791962,,,
002387,0.06842801719903946,0.33226272463798523,0.23185327649116516,0.836836576461792,0.5847178101539612,0.723122775554657,0.09473545849323273,0.08301946520805359,0.04502400755882263,0.6325440183281898,0.22277893126010895,,,
002388,0.05801994726061821,0.12079373747110367,0.006750310305505991,0.8972950577735901,0.7590585350990295,0.8964038491249084,0.0446850024163723,0.1201476976275444,0.0968458503484726,0.18556399503722787,0.2616785503923893,,,
002390,0.002992508700117469,0.004813135135918856,0.018268877640366554,0.9507661461830139,0.9769328832626343,0.9217299222946167,0.046241309493780136,0.018254006281495094,0.06000111997127533,0.02607452147640288,0.12449643574655056,,,
002391,0.11910945922136307,0.13602852821350098,0.06649219244718552,0.7772614359855652,0.7680222392082214,0.8232245445251465,0.10362914204597473,0.0959492176771164,0.1102832779288292,0.32163017988204956,0.3098616376519203,,,
002393,0.007391634397208691,0.003672508057206869,0.00503924023360014,0.9696533679962158,0.9705158472061157,0.9601576924324036,0.02295506000518799,0.02581169269979,0.034803129732608795,0.0161033826880157,0.08356988243758678,,,
002394,0.020406242460012436,0.010078703984618187,0.01072617992758751,0.9407351613044739,0.9693436622619629,0.9574451446533203,0.03885861486196518,0.020577620714902878,0.03182860091328621,0.04121112637221813,0.09126483649015427,,,
002395,0.04256688803434372,0.04465321823954582,0.021471524611115456,0.9137542247772217,0.9207426309585571,0.8106969594955444,0.0436788909137249,0.034604161977767944,0.16783151030540466,0.108691630885005,0.2461145631968975,,,
002396,0.6996016502380371,0.156977117061615,0.36216896772384644,0.2665281295776367,0.6096646785736084,0.4828226566314697,0.03387023136019707,0.2333582043647766,0.15500840544700623,1.2187477350234985,0.4222368411719799,,,
002397,0.060089655220508575,0.04167484864592552,0.06359734386205673,0.8955078721046448,0.909460186958313,0.8323156237602234,0.044402506202459335,0.04886495694518089,0.10408694297075272,0.16536184772849083,0.19735440611839294,,,
002398,0.04244246706366539,0.07321745902299881,0.13910751044750214,0.8694042563438416,0.7366899847984314,0.6487616896629333,0.08815328031778336,0.190092533826828,0.21213078498840332,0.25476743653416634,0.4903765991330147,,,
002400,0.11397502571344376,0.014902196824550629,0.013808152638375759,0.7182821035385132,0.9418546557426453,0.8725094795227051,0.16774284839630127,0.04324309527873993,0.11368245631456375,0.14268537517637014,0.32466839998960495,,,
002401,0.0058400291018188,0.011983959004282951,0.02138650231063366,0.9480478763580322,0.9605228304862976,0.9103390574455261,0.04611213877797127,0.027493305504322052,0.0682743638753891,0.03921049041673541,0.14187980815768242,,,
002402,0.024808770045638084,0.1280907839536667,0.07650899887084961,0.8733043670654297,0.8523216247558594,0.7190995812416077,0.10188686847686768,0.01958761364221573,0.20439139008522034,0.22940855287015438,0.32586587220430374,,,
002403,0.017939772456884384,0.03692444786429405,0.055581025779247284,0.9536400437355042,0.9383999705314636,0.9020405411720276,0.02842017076909542,0.02467554435133934,0.04237843304872513,0.11044524610042572,0.09547414816915989,,,
002404,0.018767891451716423,0.0340079702436924,0.029272979125380516,0.9438940286636353,0.8793199062347412,0.9175004959106445,0.037338074296712875,0.08667217195034027,0.05322648957371712,0.08204884082078934,0.17723673582077026,,,
002405,0.11316784471273422,0.4182612895965576,0.11247847229242325,0.736335039138794,0.40305861830711365,0.735841691493988,0.15049712359905243,0.1786801517009735,0.1516798734664917,0.6439076066017151,0.48085714876651764,,,
002406,0.021339474245905876,0.04028305411338806,0.02545205131173134,0.9434095621109009,0.8756633400917053,0.8839779496192932,0.035251013934612274,0.0840536504983902,0.09056995064020157,0.08707457967102528,0.20987461507320404,,,
002407,0.0876823142170906,0.4119143784046173,0.7620999813079834,0.722477376461029,0.5057891011238098,0.2239515334367752,0.18984031677246094,0.08229654282331467,0.013948481529951096,1.2616966739296913,0.2860853411257267,,,
002408,0.0907864049077034,0.08523286879062653,0.01761726289987564,0.8670658469200134,0.8977822661399841,0.889076292514801,0.042147740721702576,0.016984909772872925,0.09330648928880692,0.19363653659820557,0.15243913978338242,,,
002410,0.1485445648431778,0.061182089149951935,0.0346398651599884,0.7205484509468079,0.5482209324836731,0.7473660111427307,0.13090699911117554,0.39059698581695557,0.21799415349960327,0.24436651915311813,0.7394981384277344,,,
002411,0.03806575760245323,0.04673438519239426,0.01695982739329338,0.8096591234207153,0.7942519783973694,0.9074652791023254,0.15227505564689636,0.15901368856430054,0.0755748599767685,0.10175997018814087,0.3868636041879654,,,
002412,0.02816818654537201,0.02590380422770977,0.03834708780050278,0.9399847388267517,0.9343438148498535,0.8847635984420776,0.03184716776013374,0.03975239768624306,0.07688929885625839,0.09241907857358456,0.1484888643026352,,,
002413,0.07848219573497772,0.0952184796333313,0.09668247401714325,0.8446643948554993,0.5712462067604065,0.7596909999847412,0.07685336470603943,0.3335352838039398,0.14362657070159912,0.27038314938545227,0.5540152192115784,,,
002414,0.1453263759613037,0.16634012758731842,0.06014043837785721,0.8015223145484924,0.604897677898407,0.8455506563186646,0.05315137282013893,0.22876214981079102,0.09430896490812302,0.37180694192647934,0.37622248753905296,,,
002415,0.07189085334539413,0.2530316710472107,0.010020177811384201,0.8198771476745605,0.6358094811439514,0.7826652526855469,0.1082320436835289,0.11115888506174088,0.20731452107429504,0.33494270220398903,0.4267054498195648,,,
002416,0.022393835708498955,0.021083472296595573,0.0036872741766273975,0.8453505635261536,0.901473343372345,0.8318372368812561,0.1322556436061859,0.07744316011667252,0.16447541117668152,0.047164582181721926,0.37417421489953995,,,
002419,0.026074770838022232,0.14757370948791504,0.03636273741722107,0.8979701399803162,0.6750348806381226,0.7062555551528931,0.0759550929069519,0.17739132046699524,0.257381796836853,0.21001121774315834,0.5107282102108002,,,
002420,0.006373993586748838,0.007654241286218166,0.0018789663445204496,0.9572824835777283,0.986758291721344,0.9716662168502808,0.03634347394108772,0.005587487481534481,0.026454761624336243,0.015907201217487454,0.06838572304695845,,,
002421,0.053268540650606155,0.15689155459403992,0.24790124595165253,0.8241296410560608,0.7083991169929504,0.511695921421051,0.12260181456804276,0.1347094029188156,0.24040280282497406,0.4580613411962986,0.49771402031183243,,,
002422,0.20637480914592743,0.01998884044587612,0.0709790512919426,0.6440011858940125,0.8979054689407349,0.8027461171150208,0.14962397515773773,0.08210567384958267,0.12627480924129486,0.29734270088374615,0.35800445824861526,,,
002423,0.14586378633975983,0.32400503754615784,0.14891541004180908,0.7564849853515625,0.5941903591156006,0.5757523775100708,0.09765126556158066,0.08180460333824158,0.2753322422504425,0.6187842339277267,0.45478811115026474,,,
002424,0.17010901868343353,0.08426886051893234,0.31380054354667664,0.7893386483192444,0.8492908477783203,0.6043955087661743,0.04055235907435417,0.06644028425216675,0.08180395513772964,0.5681784227490425,0.18879659846425056,,,
002425,0.043509479612112045,0.0905829593539238,0.07940253615379333,0.9004400968551636,0.8501845002174377,0.8442688584327698,0.05605032294988632,0.05923253670334816,0.07632865756750107,0.21349497511982918,0.19161151722073555,,,
002428,0.1532258540391922,0.04068788141012192,0.053490497171878815,0.6630740165710449,0.8064948916435242,0.7769731879234314,0.18370012938976288,0.15281717479228973,0.16953641176223755,0.24740423262119293,0.5060537159442902,,,
002429,0.019118964672088623,0.021209565922617912,0.03282792493700981,0.9580684900283813,0.9531029462814331,0.9374790191650391,0.022812495008111,0.02568754553794861,0.02969309687614441,0.07315645553171635,0.07819313742220402,,,
002430,0.07190875709056854,0.1715584248304367,0.03185262531042099,0.7447956800460815,0.7279236316680908,0.6069490313529968,0.18329550325870514,0.10051794350147247,0.361198365688324,0.27531980723142624,0.6450118124485016,,,
002431,0.07385709881782532,0.0451192781329155,0.005565693136304617,0.849606990814209,0.9490176439285278,0.8798831701278687,0.07653596252202988,0.005863063037395477,0.11455116420984268,0.12454207008704543,0.19695018976926804,,,
002432,0.0962788313627243,0.0764758437871933,0.05232413485646248,0.8535007238388062,0.7372324466705322,0.7568678855895996,0.05022047087550163,0.18629178404808044,0.1908079832792282,0.22507881000638008,0.4273202382028103,,,
002433,0.004349174909293652,0.005894932895898819,0.00706010265275836,0.9840240478515625,0.9543660283088684,0.9606163501739502,0.011626758612692356,0.039739008992910385,0.03232351690530777,0.01730421045795083,0.08368928451091051,,,
002434,0.19000504910945892,0.1749163120985031,0.025418687611818314,0.7751949429512024,0.7450677156448364,0.8973484635353088,0.03480002284049988,0.08001598715782166,0.07723291218280792,0.39034004881978035,0.19204892218112946,,,
002435,0.005345914512872696,0.0343158021569252,0.010267243720591068,0.9459165930747986,0.8181134462356567,0.9150183200836182,0.04873739555478096,0.14757083356380463,0.07471437007188797,0.049928960390388966,0.27102259919047356,,,
002436,0.05502910539507866,0.05876635015010834,0.01039867289364338,0.8481616377830505,0.8802025318145752,0.912308394908905,0.09680918604135513,0.06103112921118736,0.07729297876358032,0.12419412843883038,0.23513329401612282,,,
002437,0.008726056665182114,0.05198797956109047,0.052347972989082336,0.9791186451911926,0.9335503578186035,0.9329134821891785,0.012155226431787014,0.014461668208241463,0.014738518744707108,0.11306200921535492,0.041355413384735584,,,
002438,0.011572159826755524,0.06134186312556267,0.003908089362084866,0.9693678617477417,0.9336168169975281,0.9741522073745728,0.01905994489789009,0.005041299853473902,0.021939756348729134,0.07682211231440306,0.046041001100093126,,,
002439,0.21169228851795197,0.24095642566680908,0.04766277223825455,0.590796709060669,0.46552717685699463,0.860536515712738,0.1975109875202179,0.2935163676738739,0.0918007493019104,0.5003114864230156,0.5828281044960022,,,
002440,0.14032208919525146,0.028187716379761696,0.043720543384552,0.579188346862793,0.44772326946258545,0.5457521080970764,0.28048962354660034,0.5240890383720398,0.41052740812301636,0.21223034895956516,1.2151060700416565,,,
002441,0.1380511373281479,0.03905687853693962,0.06966077536344528,0.8054860234260559,0.9431872963905334,0.8390294313430786,0.05646280199289322,0.017755746841430664,0.09130977094173431,0.2467687912285328,0.1655283197760582,,,
002443,0.024667244404554367,0.10046851634979248,0.021284321323037148,0.8846167325973511,0.7934514284133911,0.858065664768219,0.09071599692106247,0.10607998818159103,0.1206500381231308,0.146420082077384,0.3174460232257843,,,
002444,0.010506212711334229,0.03137713670730591,0.026777170598506927,0.8731213808059692,0.6073235273361206,0.7808375954627991,0.11637233197689056,0.3612993061542511,0.19238515198230743,0.06866052001714706,0.6700567901134491,,,
002445,0.018506238237023354,0.07099126279354095,0.004210010636597872,0.923038899898529,0.8213577270507812,0.9211905598640442,0.05845494195818901,0.10765092819929123,0.07459953427314758,0.09370751166716218,0.24070540443062782,,,
002446,0.43938443064689636,0.1757364124059677,0.3571934700012207,0.3622037172317505,0.756142258644104,0.42706382274627686,0.19841183722019196,0.06812132149934769,0.2157427817583084,0.9723143130540848,0.48227594047784805,,,
002448,0.10921504348516464,0.14057549834251404,0.11125876009464264,0.7133764028549194,0.7076926231384277,0.6686360836029053,0.17740856111049652,0.151731938123703,0.2201051563024521,0.3610493019223213,0.5492456555366516,,,
002449,0.054577331990003586,0.2567422091960907,0.046434760093688965,0.6851010918617249,0.5477498173713684,0.6766316890716553,0.26032158732414246,0.19550801813602448,0.2769335210323334,0.35775430127978325,0.7327631264925003,,,
002451,0.16271604597568512,0.11333860456943512,0.08790917694568634,0.6175823211669922,0.671185314655304,0.5468622446060181,0.21970157325267792,0.21547608077526093,0.3652285039424896,0.3639638274908066,0.8004061579704285,,,
