,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up,target_price_change1,target_price_change3,target_price_change5
000001,0.01556229405105114,0.038844987750053406,0.8319314122200012,0.8275652527809143,0.15250630676746368,0.1335897147655487,0.054407281801104546,0.2860960215330124,1.51,0.010000000000000009,-0.6379999999999999
000002,0.5074219107627869,0.17985166609287262,0.42977583408355713,0.644981324672699,0.0628022849559784,0.17516691982746124,0.6872735768556595,0.23796920478343964,-1.15,-3.1033333333333335,-1.312
000004,0.09100951999425888,0.03272193297743797,0.7240999341011047,0.6797807812690735,0.1848904937505722,0.28749728202819824,0.12373145297169685,0.47238777577877045,-0.69,-0.4633333333333333,-0.286
000005,0.0638706386089325,0.05908355489373207,0.8846814632415771,0.9034284949302673,0.05144780874252319,0.03748790919780731,0.12295419350266457,0.0889357179403305,-2.46,-1.5366666666666668,-0.764
000008,0.12004032731056213,0.2257680594921112,0.6745144128799438,0.6821447014808655,0.20544523000717163,0.09208723157644272,0.34580838680267334,0.29753246158361435,-0.65,-1.0233333333333334,-1.292
000009,0.08799038827419281,0.2984450161457062,0.667036771774292,0.5436552166938782,0.2449728548526764,0.15789969265460968,0.386435404419899,0.40287254750728607,-2.1,-2.3333333333333335,-0.9960000000000001
000010,0.03127985820174217,0.005060415714979172,0.91083163022995,0.950163722038269,0.05788860470056534,0.044775865972042084,0.036340273916721344,0.10266447067260742,-0.97,0.07666666666666673,0.17
000011,0.40497294068336487,0.031397074460983276,0.5286025404930115,0.8705740571022034,0.06642454862594604,0.09802891314029694,0.43637001514434814,0.16445346176624298,-2.58,-3.0833333333333335,-1.4939999999999998
000012,0.007627486251294613,0.017408952116966248,0.9543018341064453,0.9311962723731995,0.0380706749856472,0.05139482393860817,0.02503643836826086,0.08946549892425537,-0.35,-1.17,-0.6539999999999999
000014,0.03342529386281967,0.014794564805924892,0.9391787052154541,0.9487566351890564,0.02739599719643593,0.03644886240363121,0.048219858668744564,0.06384485960006714,-1.67,-1.42,-0.744
000016,0.01766994409263134,0.0349283404648304,0.8668259978294373,0.8702417016029358,0.11550404876470566,0.0948299914598465,0.05259828455746174,0.21033404022455215,0.5,-2.0766666666666667,-1.352
000017,0.004668847192078829,0.035847943276166916,0.8783969879150391,0.7058572769165039,0.1169341579079628,0.2582947909832001,0.040516790468245745,0.3752289488911629,-0.5,-0.5866666666666666,-0.4779999999999999
000018,0.0019330412615090609,0.0019538996275514364,0.9886082410812378,0.977944552898407,0.009458796121180058,0.02010151743888855,0.0038869408890604973,0.029560313560068607,-1.13,0.09000000000000001,0.028000000000000004
000021,0.23689928650856018,0.07330092787742615,0.6433579325675964,0.8141398429870605,0.1197427287697792,0.11255919188261032,0.31020021438598633,0.23230192065238953,-0.42,-1.0233333333333332,-0.5039999999999999
