,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up,target_price_change1,target_price_change3,target_price_change5
000001,0.31994202733039856,0.031834676861763,0.35258185863494873,0.7738536596298218,0.3274761140346527,0.1943117082118988,0.35177670419216156,0.5217878222465515,0.88,-1.7133333333333336,-0.5660000000000001
000002,0.11814632266759872,0.0462837889790535,0.5976436734199524,0.9155145287513733,0.2842100262641907,0.03820161148905754,0.16443011164665222,0.3224116377532482,9.98,0.24,0.33799999999999997
000004,0.016871381551027298,0.010853988118469715,0.25357410311698914,0.9298927187919617,0.7295544743537903,0.05925334244966507,0.027725369669497013,0.7888078168034554,-3.22,-0.18666666666666668,-2.646
000005,0.023531334474682808,0.007519850041717291,0.9304587841033936,0.869363009929657,0.04600987955927849,0.12311717867851257,0.0310511845164001,0.16912705823779106,0.24,-0.07333333333333332,-1.242
000008,0.07014741748571396,0.07563509047031403,0.7990923523902893,0.8022112250328064,0.13076022267341614,0.12215369939804077,0.14578250795602798,0.2529139220714569,0.12,0.9933333333333335,0.4800000000000001
000009,0.012673814781010151,0.022636493667960167,0.8108975887298584,0.8544490337371826,0.17642860114574432,0.12291447818279266,0.03531030844897032,0.299343079328537,1.45,-0.12000000000000004,-1.06
000010,0.04824618995189667,0.0033525179605931044,0.8017260432243347,0.8642445206642151,0.15002772212028503,0.13240286707878113,0.05159870791248977,0.28243058919906616,0.0,-0.11666666666666663,-0.572
000011,0.022354036569595337,0.014717621728777885,0.8624871969223022,0.9033033847808838,0.1151588186621666,0.08197896927595139,0.03707165829837322,0.19713778793811798,2.08,0.5966666666666668,-0.516
000012,0.4219610095024109,0.08086903393268585,0.4326665699481964,0.8605449795722961,0.14537236094474792,0.058586012572050095,0.5028300434350967,0.20395837351679802,2.17,-0.45,-0.976
000014,0.3251316249370575,0.31906798481941223,0.6690446138381958,0.6725670695304871,0.00582374632358551,0.008365044370293617,0.6441996097564697,0.014188790693879128,1.45,0.5366666666666667,-1.014
000016,0.6452586054801941,0.36727842688560486,0.23372521996498108,0.45815208554267883,0.12101619690656662,0.1745695173740387,1.012537032365799,0.2955857142806053,0.0,0.39666666666666667,-1.024
000017,0.027755558490753174,0.016664745286107063,0.9387378096580505,0.9396815896034241,0.03350668027997017,0.04365375638008118,0.04442030377686024,0.07716043666005135,0.0,-0.09999999999999999,-0.18
000018,0.023965071886777878,0.004843222443014383,0.9231564402580261,0.9780672788619995,0.05287850648164749,0.017089562490582466,0.02880829432979226,0.06996806897222996,-0.14,0.57,-0.024
000021,0.08281835168600082,0.009417437016963959,0.581377387046814,0.8328918218612671,0.33580419421195984,0.15769080817699432,0.09223578870296478,0.49349500238895416,-1.51,0.37666666666666665,-0.8780000000000001
000023,0.04973865672945976,0.03195071220397949,0.9228460788726807,0.9016591906547546,0.02741529978811741,0.06639005988836288,0.08168936893343925,0.0938053596764803,0.09,-0.5333333333333333,-1.216
000025,0.10384072363376617,0.010093027725815773,0.6048052906990051,0.6341713666915894,0.2913539707660675,0.35573557019233704,0.11393375135958195,0.6470895409584045,4.79,-0.05666666666666664,-0.38999999999999996
000026,0.043473415076732635,0.003489807015284896,0.9095618724822998,0.9255516529083252,0.046964723616838455,0.07095854729413986,0.04696322209201753,0.11792327091097832,0.09,0.4366666666666667,-0.4779999999999999
000027,0.002058618701994419,0.0007350832456722856,0.9856289029121399,0.9929333925247192,0.012312432751059532,0.006331564858555794,0.0027937019476667047,0.018643997609615326,-0.17,0.21999999999999997,-0.32999999999999996
000028,0.05350640416145325,0.01560478936880827,0.828079104423523,0.7977455258369446,0.11841443181037903,0.18664973974227905,0.06911119353026152,0.3050641715526581,0.25,1.6366666666666667,0.5660000000000001
000030,0.03428278863430023,0.003963676281273365,0.9171497225761414,0.9190248847007751,0.0485675148665905,0.07701155543327332,0.0382464649155736,0.12557907029986382,0.75,0.21,-0.396
000032,0.43238699436187744,0.07354221493005753,0.4305082857608795,0.7471756339073181,0.13710466027259827,0.17928217351436615,0.505929209291935,0.3163868337869644,-0.68,0.25666666666666665,-0.462
000036,0.0070588490925729275,0.0036860215477645397,0.6091024875640869,0.9472668766975403,0.3838386535644531,0.049047067761421204,0.010744870640337467,0.43288572132587433,3.57,0.5433333333333333,-0.362
