,0-20170913-cnn_three_mean,0-20170927-cnn_one_mean,1-20170913-cnn_three_mean,1-20170927-cnn_one_mean,2-20170913-cnn_three_mean,2-20170927-cnn_one_mean,down,up,target_price_change1,target_price_change3,target_price_change5
000001,0.4154428541660309,0.13849133253097534,0.3943692743778229,0.7758738398551941,0.19018787145614624,0.08563486486673355,0.5539341866970062,0.2758227363228798,-0.99,,
000002,0.13751165568828583,0.028288716450333595,0.6886385679244995,0.7737640738487244,0.17384979128837585,0.19794723391532898,0.16580037213861942,0.37179702520370483,0.57,,
000004,0.6258895397186279,0.09488636255264282,0.29940518736839294,0.289745032787323,0.07470527291297913,0.6153686046600342,0.7207759022712708,0.6900738775730133,3.0,,
000005,0.014988970011472702,0.007180369459092617,0.8469814658164978,0.9362369179725647,0.13802947103977203,0.056582674384117126,0.02216933947056532,0.19461214542388916,0.95,,
000008,0.07517407089471817,0.12283270806074142,0.7883853912353516,0.749821662902832,0.13644056022167206,0.12734566628932953,0.1980067789554596,0.2637862265110016,0.12,,
000009,0.016192788258194923,0.051055267453193665,0.9276362657546997,0.8486716151237488,0.05617096647620201,0.10027308017015457,0.06724805571138859,0.15644404664635658,-2.02,,
000010,0.029248232021927834,0.058475520461797714,0.772399365901947,0.8243693113327026,0.1983524113893509,0.11715517193078995,0.08772375248372555,0.31550758332014084,3.02,,
000011,0.043895382434129715,0.010821529664099216,0.7839113473892212,0.9081080555915833,0.1721932291984558,0.08107053488492966,0.05471691209822893,0.25326376408338547,-0.12,,
000012,0.46149852871894836,0.05883096531033516,0.43994200229644775,0.7642815113067627,0.0985594093799591,0.17688752710819244,0.5203294940292835,0.27544693648815155,-0.79,,
000014,0.027171773836016655,8.620116568636149e-05,0.737737774848938,0.9530614018440247,0.235090434551239,0.04685242846608162,0.027257975001703016,0.28194286301732063,-0.16,,
000016,0.34156158566474915,0.14933569729328156,0.3086334764957428,0.7702245712280273,0.34980493783950806,0.0804397314786911,0.4908972829580307,0.43024466931819916,0.16,,
000017,0.030115706846117973,0.004080062732100487,0.9406018257141113,0.9864158034324646,0.029282499104738235,0.009504228830337524,0.03419576957821846,0.03878672793507576,-0.15,,
000018,0.007409918587654829,0.05927678570151329,0.9445232152938843,0.9201146364212036,0.04806683212518692,0.02060849405825138,0.06668670428916812,0.0686753261834383,-0.88,,
000020,0.2356160432100296,0.09226728975772858,0.2881302833557129,0.6493923664093018,0.4762537181377411,0.2583402991294861,0.3278833329677582,0.7345940172672272,-0.33,,
000021,0.11088073998689651,0.04656858369708061,0.33323103189468384,0.8218268156051636,0.5558882355690002,0.13160468637943268,0.15744932368397713,0.6874929219484329,3.21,,
000023,0.0031924177892506123,0.02030247263610363,0.8689464926719666,0.8994655013084412,0.12786103785037994,0.08023204654455185,0.023494890425354242,0.2080930843949318,-0.48,,
